0.000000000E+00 -9.639888502E-01 9.534966807E-01 -4.404402814E-01 -4.165875143E-01 7.958447665E-01 -2.659426561E-01 -3.014035168E-01 8.977819100E-01 -9.090956182E-01 6.055007080E-01 7.954071333E-01 7.959080509E-01 7.969102024E-01 7.984142202E-01 8.004210535E-01 8.029319690E-01 8.059485513E-01 8.094727043E-01 8.135066523E-01 8.180529413E-01 8.228893709E-01 8.280188966E-01 8.336696312E-01 8.398449467E-01 8.465485457E-01 8.537844638E-01 8.615570718E-01 8.698710783E-01 8.787315328E-01 8.881438283E-01 8.981137050E-01 9.086472533E-01 9.197509179E-01 9.314315013E-01 9.436961684E-01 9.565524505E-01 9.700082500E-01 9.840718451E-01 9.987518953E-01 1.014057446E+00 1.017788581E+00 1.009947393E+00 1.002737990E+00 9.961555186E-01 9.901955185E-01 9.848539182E-01 9.801270322E-01 9.760115592E-01 9.725045790E-01 9.696035511E-01 9.673063124E-01 9.656110762E-01 9.645164303E-01 9.640213362E-01 9.641251282E-01 9.648275128E-01 9.661285682E-01 9.680287442E-01 9.705288624E-01 9.736301161E-01 9.738368230E-01 9.711490853E-01 9.690627900E-01 9.675769484E-01 9.666909440E-01 9.664045322E-01 9.667178404E-01 9.676313683E-01 9.691459883E-01 9.712629461E-01 9.739838621E-01 9.773107320E-01 9.812459287E-01 9.857922037E-01 9.909526891E-01 9.967308995E-01 1.003130735E+00 1.010156482E+00 1.017812820E+00 1.026104819E+00 1.031391620E+00 1.033676492E+00 1.036606837E+00 1.040184130E+00 1.044410252E+00 1.049287485E+00 1.054818520E+00 1.061006453E+00 1.067854789E+00 1.075367446E+00 1.083548752E+00 1.092403452E+00 1.101936709E+00 1.112154105E+00 1.123061650E+00 1.134665778E+00 1.146973356E+00 1.159991688E+00 1.173728516E+00 1.188192026E+00 1.192166825E+00 1.185655219E+00 1.179877215E+00 1.174829245E+00 1.170508190E+00 1.166911381E+00 1.164036596E+00 1.161882060E+00 1.160446441E+00 1.159728854E+00 
3.963828997E-02 -9.611456547E-01 9.565621864E-01 -4.503003983E-01 -4.074932595E-01 7.892515779E-01 -2.760417174E-01 -2.915283574E-01 8.928771194E-01 -9.132082146E-01 6.140699847E-01 7.960890775E-01 7.965905458E-01 7.975937990E-01 7.990994704E-01 8.011085105E-01 8.036221876E-01 8.066420885E-01 8.101701195E-01 8.142085079E-01 8.187598029E-01 8.235840382E-01 8.286841585E-01 8.343060218E-01 8.404529754E-01 8.471286978E-01 8.543372008E-01 8.620828317E-01 8.703702762E-01 8.792045607E-01 8.885910558E-01 8.985354794E-01 9.090439000E-01 9.201227405E-01 9.317787818E-01 9.440191676E-01 9.568514079E-01 9.702833843E-01 9.843233541E-01 9.989799560E-01 1.014262215E+00 1.017951035E+00 1.010048480E+00 1.002777780E+00 9.961340447E-01 9.901127767E-01 9.847098672E-01 9.799215939E-01 9.757446181E-01 9.721759825E-01 9.692131094E-01 9.668537982E-01 9.650962246E-01 9.639389387E-01 9.633808642E-01 9.634212974E-01 9.640599064E-01 9.652967309E-01 9.671321819E-01 9.695670419E-01 9.726024649E-01 9.728043544E-01 9.701728092E-01 9.681421231E-01 9.667113396E-01 9.658798742E-01 9.656475138E-01 9.660144172E-01 9.669811151E-01 9.685485108E-01 9.707178805E-01 9.734908749E-01 9.768695199E-01 9.808562184E-01 9.854537515E-01 9.906652811E-01 9.964943512E-01 1.002944891E+00 1.010021217E+00 1.017728037E+00 1.026070451E+00 1.031350789E+00 1.033572314E+00 1.036439220E+00 1.039952938E+00 1.044115304E+00 1.048928555E+00 1.054395337E+00 1.060518700E+00 1.067302104E+00 1.074749421E+00 1.082864932E+00 1.091653335E+00 1.101119747E+00 1.111269703E+00 1.122109165E+00 1.133644518E+00 1.145882582E+00 1.158830609E+00 1.172496294E+00 1.186887771E+00 1.190830804E+00 1.184327676E+00 1.178557194E+00 1.173515793E+00 1.169200361E+00 1.165608231E+00 1.162737186E+00 1.160585452E+00 1.159151701E+00 1.158435047E+00 
7.927657994E-02 -9.581981162E-01 9.595269502E-01 -4.601035876E-01 -3.983604962E-01 7.825624501E-01 -2.861055216E-01 -2.816168166E-01 8.878652419E-01 -9.172289326E-01 6.225720931E-01 7.967929864E-01 7.972950182E-01 7.982993990E-01 7.998067627E-01 8.018180612E-01 8.043345645E-01 8.073578615E-01 8.108898611E-01 8.149327936E-01 8.194892116E-01 8.243007305E-01 8.293702842E-01 8.349621271E-01 8.410795812E-01 8.477263003E-01 8.549062717E-01 8.626238185E-01 8.708836025E-01 8.796906269E-01 8.890502390E-01 8.989681337E-01 9.094503570E-01 9.205033092E-01 9.321337493E-01 9.443487988E-01 9.571559461E-01 9.705630509E-01 9.845783494E-01 9.992104588E-01 1.014468383E+00 1.018114474E+00 1.010150769E+00 1.002818989E+00 9.961142079E-01 9.900318903E-01 9.845678912E-01 9.797184511E-01 9.754801945E-01 9.718501270E-01 9.688256338E-01 9.664044771E-01 9.645847953E-01 9.633651009E-01 9.627442801E-01 9.627215911E-01 9.632966641E-01 9.644695004E-01 9.662404724E-01 9.686103237E-01 9.715801690E-01 9.717771425E-01 9.692013391E-01 9.672258151E-01 9.658496458E-01 9.650722784E-01 9.648935312E-01 9.653135939E-01 9.663330279E-01 9.679527670E-01 9.701741179E-01 9.729987610E-01 9.764287523E-01 9.804665242E-01 9.851148874E-01 9.903770329E-01 9.962565343E-01 1.002757350E+00 1.009883825E+00 1.017640695E+00 1.026033091E+00 1.031306291E+00 1.033463549E+00 1.036266095E+00 1.039715314E+00 1.043812995E+00 1.048561332E+00 1.053962923E+00 1.060020773E+00 1.066738295E+00 1.074119315E+00 1.082168067E+00 1.090889203E+00 1.100287791E+00 1.110369319E+00 1.121139699E+00 1.132605269E+00 1.144772799E+00 1.157649493E+00 1.171242992E+00 1.185561382E+00 1.189472181E+00 1.182977650E+00 1.177214795E+00 1.172180055E+00 1.167870324E+00 1.164282939E+00 1.161415686E+00 1.159266794E+00 1.157834936E+00 1.157119228E+00 
1.189148699E-01 -9.551467144E-01 9.623904990E-01 -4.698486541E-01 -3.891901094E-01 7.757780484E-01 -2.961329996E-01 -2.716698862E-01 8.827469861E-01 -9.211574559E-01 6.310058787E-01 7.975187098E-01 7.980213179E-01 7.990268517E-01 8.005359461E-01 8.025495543E-01 8.050689478E-01 8.080957178E-01 8.116317759E-01 8.156793553E-01 8.202410123E-01 8.250392946E-01 8.300771252E-01 8.356378032E-01 8.417246250E-01 8.483412185E-01 8.554915460E-01 8.631799059E-01 8.714109354E-01 8.801896136E-01 8.895212641E-01 8.994115581E-01 9.098665182E-01 9.208925219E-01 9.324963053E-01 9.446849672E-01 9.574659737E-01 9.708471622E-01 9.848367467E-01 9.994433227E-01 1.014675872E+00 1.018278828E+00 1.010254199E+00 1.002861565E+00 9.960959643E-01 9.899528248E-01 9.844279643E-01 9.795175870E-01 9.752182805E-01 9.715270136E-01 9.684411344E-01 9.659583683E-01 9.640768165E-01 9.627949542E-01 9.621116300E-01 9.620260645E-01 9.625378501E-01 9.636469500E-01 9.653536981E-01 9.676587993E-01 9.705633295E-01 9.707552900E-01 9.682347723E-01 9.663139577E-01 9.649919535E-01 9.642682378E-01 9.641426601E-01 9.646154407E-01 9.656871717E-01 9.673588169E-01 9.696317128E-01 9.725075699E-01 9.759884735E-01 9.800768854E-01 9.847756455E-01 9.900879739E-01 9.960174730E-01 1.002568130E+00 1.009744318E+00 1.017550804E+00 1.025992743E+00 1.031258130E+00 1.033350210E+00 1.036087480E+00 1.039471281E+00 1.043503356E+00 1.048185851E+00 1.053521320E+00 1.059512719E+00 1.066163417E+00 1.073477190E+00 1.081458227E+00 1.090111131E+00 1.099440921E+00 1.109453039E+00 1.120153346E+00 1.131548133E+00 1.143644118E+00 1.156448454E+00 1.169968733E+00 1.184212988E+00 1.188091089E+00 1.181605272E+00 1.175850147E+00 1.170822161E+00 1.166518209E+00 1.162935634E+00 1.160072224E+00 1.157926213E+00 1.156496274E+00 1.155781525E+00 
1.585531599E-01 -9.519919399E-01 9.651523685E-01 -4.795344125E-01 -3.799829860E-01 7.688990540E-01 -3.061230894E-01 -2.616885652E-01 8.775230746E-01 -9.249934757E-01 6.393701933E-01 7.982660947E-01 7.987692918E-01 7.997760040E-01 8.012868672E-01 8.033028356E-01 8.058251829E-01 8.088555023E-01 8.123957079E-01 8.164480362E-01 8.210150469E-01 8.257995745E-01 8.308045304E-01 8.363329040E-01 8.423879650E-01 8.489733153E-01 8.560928913E-01 8.637509658E-01 8.719521511E-01 8.807014013E-01 8.900040156E-01 8.998656410E-01 9.102922763E-01 9.212902751E-01 9.328663501E-01 9.450275769E-01 9.577813984E-01 9.711356294E-01 9.850984611E-01 9.996784662E-01 1.014884604E+00 1.018444025E+00 1.010358706E+00 1.002905454E+00 9.960792694E-01 9.898755444E-01 9.842900602E-01 9.793189843E-01 9.749588677E-01 9.712066428E-01 9.680596208E-01 9.655154903E-01 9.635723156E-01 9.622285348E-01 9.614829593E-01 9.613347722E-01 9.617835281E-01 9.628291524E-01 9.644719409E-01 9.667125599E-01 9.695520466E-01 9.697388992E-01 9.672732054E-01 9.654066424E-01 9.641383484E-01 9.634678329E-01 9.633949758E-01 9.639200280E-01 9.650436116E-01 9.667667202E-01 9.690907203E-01 9.720173515E-01 9.755487284E-01 9.796873419E-01 9.844360608E-01 9.897981340E-01 9.957771923E-01 1.002377251E+00 1.009602714E+00 1.017458372E+00 1.025949413E+00 1.031206313E+00 1.033232308E+00 1.035903394E+00 1.039220866E+00 1.043186418E+00 1.047802152E+00 1.053070572E+00 1.058994591E+00 1.065577527E+00 1.072823110E+00 1.080735481E+00 1.089319195E+00 1.098579222E+00 1.108520955E+00 1.119150205E+00 1.130473213E+00 1.142496648E+00 1.155227611E+00 1.168673642E+00 1.182842724E+00 1.186687664E+00 1.180210678E+00 1.174463387E+00 1.169442243E+00 1.165144148E+00 1.161566447E+00 1.158706933E+00 1.156563840E+00 1.155135846E+00 1.154422069E+00 
1.981914499E-01 -9.487342941E-01 9.678121039E-01 -4.891596878E-01 -3.707400145E-01 7.619261635E-01 -3.160747361E-01 -2.516738590E-01 8.721942439E-01 -9.287366911E-01 6.476638950E-01 7.990349856E-01 7.995387843E-01 8.005467000E-01 8.020593696E-01 8.040777487E-01 8.066031126E-01 8.096370569E-01 8.131814984E-01 8.172386766E-01 8.218111549E-01 8.265814117E-01 8.315523462E-01 8.370472807E-01 8.430694575E-01 8.496224517E-01 8.567101729E-01 8.643368682E-01 8.725071239E-01 8.812258687E-01 8.904983765E-01 9.003302697E-01 9.107275224E-01 9.216964638E-01 9.332437827E-01 9.453765307E-01 9.581021271E-01 9.714283631E-01 9.853634065E-01 9.999158070E-01 1.015094501E+00 1.018609992E+00 1.010464227E+00 1.002950601E+00 9.960640781E-01 9.898000133E-01 9.841541518E-01 9.791226248E-01 9.747019471E-01 9.708890144E-01 9.676811017E-01 9.650758609E-01 9.630713194E-01 9.616658786E-01 9.608583128E-01 9.606477678E-01 9.610337608E-01 9.620161795E-01 9.635952817E-01 9.657716956E-01 9.685464197E-01 9.687280714E-01 9.663167346E-01 9.645039597E-01 9.632889162E-01 9.626711440E-01 9.626505536E-01 9.632274258E-01 9.644024126E-01 9.661765372E-01 9.685511953E-01 9.715281558E-01 9.751095622E-01 9.792979341E-01 9.840961690E-01 9.895075440E-01 9.955357184E-01 1.002184736E+00 1.009459027E+00 1.017363413E+00 1.025903108E+00 1.031150848E+00 1.033109858E+00 1.035713858E+00 1.038964094E+00 1.042862214E+00 1.047410273E+00 1.052610727E+00 1.058466440E+00 1.064980685E+00 1.072157142E+00 1.079999904E+00 1.088513476E+00 1.097702781E+00 1.107573160E+00 1.118130376E+00 1.129380619E+00 1.141330506E+00 1.153987087E+00 1.167357850E+00 1.181450725E+00 1.185262047E+00 1.178794007E+00 1.173054653E+00 1.168040441E+00 1.163748279E+00 1.160175516E+00 1.157319948E+00 1.155179812E+00 1.153753789E+00 1.153040997E+00 
2.378297398E-01 -9.453742887E-01 9.703692592E-01 -4.987233154E-01 -3.614620848E-01 7.548600889E-01 -3.259868922E-01 -2.416267795E-01 8.667612440E-01 -9.323868087E-01 6.558858481E-01 7.998252244E-01 8.003296371E-01 8.013387813E-01 8.028532946E-01 8.048741342E-01 8.074025771E-01 8.104402212E-01 8.139889860E-01 8.180511143E-01 8.226291731E-01 8.273846448E-01 8.323204166E-01 8.377807823E-01 8.437689564E-01 8.502884862E-01 8.573432544E-01 8.649374811E-01 8.730757263E-01 8.817628926E-01 8.910042281E-01 9.008053297E-01 9.111721462E-01 9.221109821E-01 9.336285011E-01 9.457317306E-01 9.584280655E-01 9.717252728E-01 9.856314964E-01 1.000155262E+00 1.015305483E+00 1.018776656E+00 1.010570699E+00 1.002996953E+00 9.960503449E-01 9.897261947E-01 9.840202114E-01 9.789284899E-01 9.744475089E-01 9.705741278E-01 9.673055854E-01 9.646394972E-01 9.625738540E-01 9.611070207E-01 9.602377345E-01 9.599651045E-01 9.602886104E-01 9.612081025E-01 9.627238010E-01 9.648362959E-01 9.675465475E-01 9.677229072E-01 9.653654551E-01 9.636060000E-01 9.624437420E-01 9.618782513E-01 9.619094684E-01 9.625377042E-01 9.637636398E-01 9.655883279E-01 9.680131932E-01 9.710400334E-01 9.746710207E-01 9.789087030E-01 9.837560061E-01 9.892162353E-01 9.952930779E-01 1.001990605E+00 1.009313276E+00 1.017265939E+00 1.025853836E+00 1.031091743E+00 1.032982876E+00 1.035518894E+00 1.038700995E+00 1.042530781E+00 1.047010257E+00 1.052141832E+00 1.057928324E+00 1.064372954E+00 1.071479355E+00 1.079251570E+00 1.087694057E+00 1.096811687E+00 1.106609752E+00 1.117093964E+00 1.128270461E+00 1.140145810E+00 1.152727008E+00 1.166021491E+00 1.180037135E+00 1.183814383E+00 1.177355404E+00 1.171624087E+00 1.166616897E+00 1.162330744E+00 1.158762982E+00 1.155911411E+00 1.153774270E+00 1.152350242E+00 1.151638448E+00 
2.774680298E-01 -9.419124460E-01 9.728233979E-01 -5.082241409E-01 -3.521500884E-01 7.477015577E-01 -3.358585174E-01 -2.315483455E-01 8.612248382E-01 -9.359435426E-01 6.640349239E-01 8.006366504E-01 8.011416894E-01 8.021520867E-01 8.036684808E-01 8.056918303E-01 8.082234140E-01 8.112648321E-01 8.148180070E-01 8.188851845E-01 8.234689356E-01 8.282091101E-01 8.331085830E-01 8.385332555E-01 8.444863132E-01 8.509712755E-01 8.579919971E-01 8.655526707E-01 8.736578291E-01 8.823123484E-01 8.915214501E-01 9.012907051E-01 9.116260362E-01 9.225337224E-01 9.340204020E-01 9.460930774E-01 9.587591183E-01 9.720262673E-01 9.859026435E-01 1.000396748E+00 1.015517470E+00 1.018943944E+00 1.010678057E+00 1.003044453E+00 9.960380235E-01 9.896540517E-01 9.838882110E-01 9.787365605E-01 9.741955429E-01 9.702619817E-01 9.669330795E-01 9.642064158E-01 9.620799449E-01 9.605519954E-01 9.596212679E-01 9.592868346E-01 9.595481382E-01 9.604049919E-01 9.618575782E-01 9.639064494E-01 9.665525278E-01 9.667235065E-01 9.644194618E-01 9.627128529E-01 9.616029104E-01 9.610892344E-01 9.611717952E-01 9.618509330E-01 9.631273583E-01 9.650021528E-01 9.674767697E-01 9.705530353E-01 9.742331500E-01 9.785196901E-01 9.834156092E-01 9.889242404E-01 9.950492987E-01 1.001794883E+00 1.009165480E+00 1.017165965E+00 1.025801607E+00 1.031029010E+00 1.032851380E+00 1.035318526E+00 1.038431600E+00 1.042192155E+00 1.046602148E+00 1.051663941E+00 1.057380299E+00 1.063754398E+00 1.070789821E+00 1.078490560E+00 1.086861024E+00 1.095906034E+00 1.105630831E+00 1.116041076E+00 1.127142856E+00 1.138942684E+00 1.151447506E+00 1.164664703E+00 1.178602098E+00 1.182344822E+00 1.175895017E+00 1.170171839E+00 1.165171758E+00 1.160891688E+00 1.157328990E+00 1.154481466E+00 1.152347359E+00 1.150925351E+00 1.150214567E+00 
3.171063198E-01 -9.383492985E-01 9.751740928E-01 -5.176610210E-01 -3.428049184E-01 7.404513129E-01 -3.456885789E-01 -2.214395821E-01 8.555858033E-01 -9.394066147E-01 6.721100006E-01 8.014691005E-01 8.019747780E-01 8.029864528E-01 8.045047643E-01 8.065306726E-01 8.090654583E-01 8.121107239E-01 8.156683947E-01 8.197407199E-01 8.243302739E-01 8.290546415E-01 8.339166846E-01 8.393045445E-01 8.452213775E-01 8.516706741E-01 8.586562604E-01 8.661823011E-01 8.742533014E-01 8.828741098E-01 8.920499209E-01 9.017862786E-01 9.120890795E-01 9.229645762E-01 9.344193812E-01 9.464604709E-01 9.590951897E-01 9.723312545E-01 9.861767596E-01 1.000640181E+00 1.015730383E+00 1.019111782E+00 1.010786237E+00 1.003093047E+00 9.960270675E-01 9.895835466E-01 9.837581219E-01 9.785468168E-01 9.739460383E-01 9.699525741E-01 9.665635911E-01 9.637766325E-01 9.615896170E-01 9.600008366E-01 9.590089556E-01 9.586130098E-01 9.588124050E-01 9.596069173E-01 9.609966921E-01 9.629822441E-01 9.655644577E-01 9.657299685E-01 9.634788488E-01 9.618246077E-01 9.607665057E-01 9.603041727E-01 9.604376084E-01 9.611671822E-01 9.624936334E-01 9.644180722E-01 9.669419804E-01 9.700672125E-01 9.737959968E-01 9.781309375E-01 9.830750158E-01 9.886315923E-01 9.948044095E-01 1.001597594E+00 1.009015658E+00 1.017063505E+00 1.025746432E+00 1.030962661E+00 1.032715387E+00 1.035112781E+00 1.038155942E+00 1.041846378E+00 1.046185994E+00 1.051177105E+00 1.056822427E+00 1.063125086E+00 1.070088614E+00 1.077716956E+00 1.086014467E+00 1.094985919E+00 1.104636502E+00 1.114971825E+00 1.125997922E+00 1.137721254E+00 1.150148714E+00 1.163287629E+00 1.177145766E+00 1.180853517E+00 1.174412998E+00 1.168698059E+00 1.163705174E+00 1.159431263E+00 1.155873691E+00 1.153030263E+00 1.150899226E+00 1.149479264E+00 1.148769502E+00 
3.567446097E-01 -9.346853891E-01 9.774209262E-01 -5.270328226E-01 -3.334274691E-01 7.331101128E-01 -3.554760512E-01 -2.113015211E-01 8.498449290E-01 -9.427757542E-01 6.801099633E-01 8.023224089E-01 8.028287371E-01 8.038417136E-01 8.053619789E-01 8.073904943E-01 8.099285426E-01 8.129777286E-01 8.165399804E-01 8.206175504E-01 8.252130171E-01 8.299210700E-01 8.347445581E-01 8.400944916E-01 8.459739967E-01 8.523865345E-01 8.593359020E-01 8.668262350E-01 8.748620105E-01 8.834480489E-01 8.925895170E-01 9.022919316E-01 9.125611619E-01 9.234034338E-01 9.348253331E-01 9.468338100E-01 9.594361825E-01 9.726401418E-01 9.864537560E-01 1.000885476E+00 1.015944139E+00 1.019280096E+00 1.010895174E+00 1.003142678E+00 9.960174296E-01 9.895146412E-01 9.836299148E-01 9.783592385E-01 9.736989837E-01 9.696459026E-01 9.661971264E-01 9.633501628E-01 9.611028944E-01 9.594535773E-01 9.584008398E-01 9.579436811E-01 9.580814707E-01 9.588139478E-01 9.601412207E-01 9.620637671E-01 9.645824336E-01 9.647423916E-01 9.625437096E-01 9.609413530E-01 9.599346117E-01 9.595231454E-01 9.597069826E-01 9.604865214E-01 9.618625300E-01 9.638361467E-01 9.664088815E-01 9.695826166E-01 9.733596082E-01 9.777424878E-01 9.827342641E-01 9.883383250E-01 9.945584397E-01 1.001398762E+00 1.008863831E+00 1.016958577E+00 1.025688323E+00 1.030892709E+00 1.032574920E+00 1.034901685E+00 1.037874056E+00 1.041493489E+00 1.045761843E+00 1.050681381E+00 1.056254771E+00 1.062485087E+00 1.069375813E+00 1.076930841E+00 1.085154478E+00 1.094051442E+00 1.103626872E+00 1.113886324E+00 1.124835781E+00 1.136481650E+00 1.148830770E+00 1.161890414E+00 1.175668294E+00 1.179340626E+00 1.172909505E+00 1.167202903E+00 1.162217300E+00 1.157949623E+00 1.154397238E+00 1.151557956E+00 1.149430025E+00 1.148012133E+00 1.147303406E+00 
