0.000000000E+00 4.332432920E-03 -1.088185270E-01 -1.924290815E-01 7.143541559E-01 8.696307479E-01 9.642128814E-01 -1.599372768E-03 2.932748011E-02 7.555381833E-02 1.195066672E-01 8.350278319E-02 2.902309151E-02 
2.137060890E-01 4.550304519E-03 -1.086957749E-01 -1.923232390E-01 7.139029909E-01 8.694877665E-01 9.640957694E-01 -1.629526916E-03 2.927546228E-02 7.548092130E-02 1.195393546E-01 8.356407757E-02 2.910883267E-02 
4.274121779E-01 4.768618174E-03 -1.085729827E-01 -1.922173858E-01 7.134488812E-01 8.693447196E-01 9.639786401E-01 -1.659645152E-03 2.922347132E-02 7.540805544E-02 1.195719757E-01 8.362534046E-02 2.919453824E-02 
6.411182669E-01 4.987376951E-03 -1.084501501E-01 -1.921115218E-01 7.129917788E-01 8.692016069E-01 9.638614932E-01 -1.689727429E-03 2.917150724E-02 7.533522074E-02 1.196045301E-01 8.368657184E-02 2.928020824E-02 
8.548243559E-01 5.206583939E-03 -1.083272772E-01 -1.920056471E-01 7.125316346E-01 8.690584284E-01 9.637443291E-01 -1.719773698E-03 2.911957003E-02 7.526241721E-02 1.196370176E-01 8.374777172E-02 2.936584266E-02 
1.923354801E+00 6.309438229E-03 -1.077125492E-01 -1.914771608E-01 7.101834669E-01 8.683418802E-01 9.631598547E-01 -1.869463126E-03 2.886028737E-02 7.489886761E-02 1.197984368E-01 8.405329796E-02 2.979348007E-02 
2.991885246E+00 7.423985041E-03 -1.070966792E-01 -1.909477556E-01 7.077512060E-01 8.676234937E-01 9.625739238E-01 -2.018244923E-03 2.860167626E-02 7.453609539E-02 1.199581222E-01 8.435803645E-02 3.022023001E-02 
4.060415690E+00 8.550669909E-03 -1.064793407E-01 -1.904161210E-01 7.052272034E-01 8.669028120E-01 9.619845402E-01 -2.166112710E-03 2.834373621E-02 7.417409851E-02 1.201160194E-01 8.466198753E-02 3.064609496E-02 
5.128946135E+00 9.689921990E-03 -1.058610049E-01 -1.898846890E-01 7.026027634E-01 8.661804832E-01 9.613955128E-01 -2.313059590E-03 2.808646788E-02 7.381287825E-02 1.202720691E-01 8.496514988E-02 3.107107257E-02 
6.949662661E+00 1.166127935E-02 -1.048117083E-01 -1.890249922E-01 6.978700817E-01 8.649549465E-01 9.604718035E-01 -2.561305723E-03 2.764965436E-02 7.319920651E-02 1.205335233E-01 8.547988995E-02 3.179310171E-02 
8.770379187E+00 1.367308385E-02 -1.037554285E-01 -1.881305655E-01 6.927586898E-01 8.637189662E-01 9.594860614E-01 -2.806820920E-03 2.721478498E-02 7.258775090E-02 1.207890551E-01 8.599234545E-02 3.251261449E-02 
1.059109571E+01 1.572835491E-02 -1.026844715E-01 -1.871509229E-01 6.871924253E-01 8.624619528E-01 9.583505521E-01 -3.049567034E-03 2.678184817E-02 7.197846144E-02 1.210382192E-01 8.650253024E-02 3.322968955E-02 
1.241181224E+01 1.783000913E-02 -1.016130746E-01 -1.862084653E-01 6.810716909E-01 8.612034277E-01 9.572847101E-01 -3.289499077E-03 2.635086563E-02 7.137144418E-02 1.212804776E-01 8.701041248E-02 3.394414423E-02 
1.359507491E+01 1.922220820E-02 -1.009224884E-01 -1.856830304E-01 6.767374035E-01 8.603928476E-01 9.567702974E-01 -3.443896475E-03 2.607183188E-02 7.097822771E-02 1.214339146E-01 8.733923131E-02 3.440693649E-02 
1.477833758E+01 2.063647728E-02 -1.002291842E-01 -1.851184378E-01 6.720707231E-01 8.595781270E-01 9.561673792E-01 -3.597072167E-03 2.579361988E-02 7.058591799E-02 1.215839484E-01 8.766708109E-02 3.486872581E-02 
1.596160025E+01 2.207395121E-02 -9.953280171E-02 -1.844825923E-01 6.670155942E-01 8.587587702E-01 9.553916874E-01 -3.749011933E-03 2.551622912E-02 7.019448430E-02 1.217303275E-01 8.799396186E-02 3.532958592E-02 
1.714486293E+01 2.353582263E-02 -9.883472840E-02 -1.838603995E-01 6.615022555E-01 8.579366656E-01 9.546563490E-01 -3.899700417E-03 2.523966184E-02 6.980400295E-02 1.218727558E-01 8.831986989E-02 3.578933427E-02 
1.832812560E+01 2.502337242E-02 -9.813624640E-02 -1.833169045E-01 6.554433207E-01 8.571135519E-01 9.541427579E-01 -4.049121340E-03 2.496392012E-02 6.941453239E-02 1.220108835E-01 8.864480161E-02 3.624781493E-02 
1.951138827E+01 2.653802331E-02 -9.743587144E-02 -1.827445089E-01 6.487315821E-01 8.562874013E-01 9.535394758E-01 -4.197258004E-03 2.468900178E-02 6.902597240E-02 1.221442995E-01 8.896875923E-02 3.670529896E-02 
