0.000000000E+00 -1.827322278E-02 -1.827323646E-02 2.577086581E-03 2.577089069E-03 
2.037533800E+00 -1.756153760E-02 -1.756155129E-02 2.448187190E-03 2.448189656E-03 
4.075067600E+00 -1.684933175E-02 -1.684934544E-02 2.320419472E-03 2.320421916E-03 
6.112601401E+00 -1.613625565E-02 -1.613626935E-02 2.193780395E-03 2.193782817E-03 
8.150135201E+00 -1.542277723E-02 -1.542279094E-02 2.068269882E-03 2.068272282E-03 
1.165073619E+01 -1.420208111E-02 -1.420209483E-02 1.855288821E-03 1.855291183E-03 
1.515133719E+01 -1.297700109E-02 -1.297701483E-02 1.645612629E-03 1.645614954E-03 
1.865193818E+01 -1.174045097E-02 -1.174046471E-02 1.439205253E-03 1.439207541E-03 
2.215253917E+01 -1.050397448E-02 -1.050398823E-02 1.236103101E-03 1.236105352E-03 
2.540265807E+01 -9.365574284E-03 -9.365588055E-03 1.050523461E-03 1.050525676E-03 
2.865277696E+01 -8.223368763E-03 -8.223382551E-03 8.677639392E-04 8.677661207E-04 
3.190289585E+01 -7.073868241E-03 -7.073882040E-03 6.878033477E-04 6.878054949E-04 
3.515301475E+01 -5.923222454E-03 -5.923236266E-03 5.106611447E-04 5.106632577E-04 
3.828136375E+01 -4.820207935E-03 -4.820221765E-03 3.428361921E-04 3.428382723E-04 
4.140971275E+01 -3.714383824E-03 -3.714397671E-03 1.776037305E-04 1.776057779E-04 
4.453806176E+01 -2.603538822E-03 -2.603552684E-03 1.494843007E-05 1.495044479E-05 
4.766641076E+01 -1.491249798E-03 -1.491263676E-03 -1.451185886E-04 -1.451166065E-04 
5.060944194E+01 -4.467713091E-04 -4.467852049E-04 -2.933300485E-04 -2.933280970E-04 
5.355247312E+01 5.998539610E-04 5.998400469E-04 -4.392633262E-04 -4.392614052E-04 
5.649550430E+01 1.649878868E-03 1.649864937E-03 -5.829285055E-04 -5.829266150E-04 
5.943853547E+01 2.701466088E-03 2.701452138E-03 -7.243203311E-04 -7.243184710E-04 
6.208888238E+01 3.648224246E-03 3.648210278E-03 -8.497003437E-04 -8.496985110E-04 
6.473922929E+01 4.596609819E-03 4.596595833E-03 -9.732441005E-04 -9.732422950E-04 
6.738957620E+01 5.547196992E-03 5.547182987E-03 -1.094957145E-03 -1.094955366E-03 
7.003992311E+01 6.499250697E-03 6.499236673E-03 -1.214837965E-03 -1.214836214E-03 
7.336819694E+01 7.695036107E-03 7.695022056E-03 -1.362780586E-03 -1.362778869E-03 
7.669647077E+01 8.893850393E-03 8.893836315E-03 -1.507846035E-03 -1.507844352E-03 
8.002474460E+01 1.009737352E-02 1.009735941E-02 -1.650048325E-03 -1.650046676E-03 
8.335301843E+01 1.130349045E-02 1.130347632E-02 -1.789378543E-03 -1.789376928E-03 
8.716387788E+01 1.268412215E-02 1.268410798E-02 -1.945365733E-03 -1.945364157E-03 
9.097473732E+01 1.406946975E-02 1.406945554E-02 -2.097605907E-03 -2.097604369E-03 
