0.000000000E+00 9.415920865E-02 -1.487414060E-01 9.410956612E-02 -1.487154016E-01 -4.800332035E-03 4.881696391E-02 -4.801000743E-03 4.880281585E-02 
1.952562142E+00 9.613501829E-02 -1.480722530E-01 9.608165930E-02 -1.480462471E-01 -4.774549732E-03 4.844792432E-02 -4.775277326E-03 4.843383497E-02 
3.905124285E+00 9.826764676E-02 -1.473956991E-01 9.820991697E-02 -1.473696969E-01 -4.746436437E-03 4.808041074E-02 -4.747227510E-03 4.806637999E-02 
5.857686427E+00 1.005857508E-01 -1.466992507E-01 1.005228361E-01 -1.466732647E-01 -4.715795982E-03 4.771440599E-02 -4.716655980E-03 4.770043372E-02 
7.810248569E+00 1.031252198E-01 -1.460106140E-01 1.030560950E-01 -1.459846381E-01 -4.682394600E-03 4.734993820E-02 -4.683330038E-03 4.733602428E-02 
9.762810712E+00 1.059312922E-01 -1.453929423E-01 1.058546503E-01 -1.453668890E-01 -4.645952634E-03 4.698707632E-02 -4.646971381E-03 4.697322054E-02 
1.171537285E+01 1.090594634E-01 -1.447317267E-01 1.089736433E-01 -1.447056576E-01 -4.606139021E-03 4.662568677E-02 -4.607250600E-03 4.661188909E-02 
1.366793500E+01 1.125850206E-01 -1.439679058E-01 1.124878379E-01 -1.439419679E-01 -4.562537822E-03 4.626569896E-02 -4.563754005E-03 4.625195939E-02 
1.562049714E+01 1.166080360E-01 -1.432418514E-01 1.164965629E-01 -1.432159828E-01 -4.514630627E-03 4.590727040E-02 -4.515966173E-03 4.589358875E-02 
1.705550520E+01 1.199567668E-01 -1.428089783E-01 1.198323357E-01 -1.427829865E-01 -4.476309100E-03 4.564492885E-02 -4.477744018E-03 4.563128951E-02 
1.849051326E+01 1.237113247E-01 -1.423377377E-01 1.235712507E-01 -1.423117011E-01 -4.435006448E-03 4.538335919E-02 -4.436552811E-03 4.536976218E-02 
