0.000000000E+00 -5.818111771E-02 -5.818111771E-02 -5.818111771E-02 -5.818111771E-02 1.174526364E-02 1.174526364E-02 1.174526364E-02 1.174526364E-02 
2.535581040E+00 -5.718623349E-02 -5.718623349E-02 -5.718623349E-02 -5.718623349E-02 1.146329081E-02 1.146329081E-02 1.146329081E-02 1.146329081E-02 
5.071162080E+00 -5.618474296E-02 -5.618474296E-02 -5.618474296E-02 -5.618474296E-02 1.118354667E-02 1.118354667E-02 1.118354667E-02 1.118354667E-02 
7.606743120E+00 -5.516873123E-02 -5.516873123E-02 -5.516873123E-02 -5.516873123E-02 1.090600981E-02 1.090600981E-02 1.090600981E-02 1.090600981E-02 
1.014232416E+01 -5.415374794E-02 -5.415374794E-02 -5.415374794E-02 -5.415374794E-02 1.063071193E-02 1.063071193E-02 1.063071193E-02 1.063071193E-02 
1.267790520E+01 -5.315469923E-02 -5.315469923E-02 -5.315469923E-02 -5.315469923E-02 1.035768408E-02 1.035768408E-02 1.035768408E-02 1.035768408E-02 
1.521348624E+01 -5.214819829E-02 -5.214819829E-02 -5.214819829E-02 -5.214819829E-02 1.008686914E-02 1.008686914E-02 1.008686914E-02 1.008686914E-02 
1.774906728E+01 -5.112690092E-02 -5.112690092E-02 -5.112690092E-02 -5.112690092E-02 9.818246430E-03 9.818246430E-03 9.818246430E-03 9.818246430E-03 
2.028464832E+01 -5.010605933E-02 -5.010605933E-02 -5.010605933E-02 -5.010605933E-02 9.551848669E-03 9.551848669E-03 9.551848669E-03 9.551848669E-03 
2.323574941E+01 -4.894203991E-02 -4.894203991E-02 -4.894203991E-02 -4.894203991E-02 9.244649630E-03 9.244649630E-03 9.244649630E-03 9.244649630E-03 
2.618685050E+01 -4.776454878E-02 -4.776454878E-02 -4.776454878E-02 -4.776454878E-02 8.940421369E-03 8.940421369E-03 8.940421369E-03 8.940421369E-03 
2.913795158E+01 -4.655698345E-02 -4.655698345E-02 -4.655698345E-02 -4.655698345E-02 8.639117961E-03 8.639117961E-03 8.639117961E-03 8.639117961E-03 
3.208905267E+01 -4.535297213E-02 -4.535297213E-02 -4.535297213E-02 -4.535297213E-02 8.340818009E-03 8.340818009E-03 8.340818009E-03 8.340818009E-03 
3.500866006E+01 -4.419596332E-02 -4.419596332E-02 -4.419596332E-02 -4.419596332E-02 8.048730539E-03 8.048730539E-03 8.048730539E-03 8.048730539E-03 
3.792826746E+01 -4.302371311E-02 -4.302371311E-02 -4.302371311E-02 -4.302371311E-02 7.759527112E-03 7.759527112E-03 7.759527112E-03 7.759527112E-03 
4.084787485E+01 -4.182157293E-02 -4.182157293E-02 -4.182157293E-02 -4.182157293E-02 7.473165075E-03 7.473165075E-03 7.473165075E-03 7.473165075E-03 
4.376748224E+01 -4.062137357E-02 -4.062137357E-02 -4.062137357E-02 -4.062137357E-02 7.189723418E-03 7.189723418E-03 7.189723418E-03 7.189723418E-03 
4.661519724E+01 -3.947837380E-02 -3.947837380E-02 -3.947837380E-02 -3.947837380E-02 6.916139809E-03 6.916139809E-03 6.916139809E-03 6.916139809E-03 
4.946291224E+01 -3.832339378E-02 -3.832339378E-02 -3.832339378E-02 -3.832339378E-02 6.645290986E-03 6.645290986E-03 6.645290986E-03 6.645290986E-03 
5.231062724E+01 -3.714669753E-02 -3.714669753E-02 -3.714669753E-02 -3.714669753E-02 6.377146532E-03 6.377146532E-03 6.377146532E-03 6.377146532E-03 
5.515834224E+01 -3.596959500E-02 -3.596959500E-02 -3.596959500E-02 -3.596959500E-02 6.111761922E-03 6.111761922E-03 6.111761922E-03 6.111761922E-03 
5.807633331E+01 -3.478286940E-02 -3.478286940E-02 -3.478286940E-02 -3.478286940E-02 5.842744009E-03 5.842744009E-03 5.842744009E-03 5.842744009E-03 
6.099432439E+01 -3.358592351E-02 -3.358592351E-02 -3.358592351E-02 -3.358592351E-02 5.576590211E-03 5.576590211E-03 5.576590211E-03 5.576590211E-03 
6.391231546E+01 -3.237003226E-02 -3.237003226E-02 -3.237003226E-02 -3.237003226E-02 5.313271964E-03 5.313271964E-03 5.313271964E-03 5.313271964E-03 
6.683030654E+01 -3.115288589E-02 -3.115288589E-02 -3.115288589E-02 -3.115288589E-02 5.052838189E-03 5.052838189E-03 5.052838189E-03 5.052838189E-03 
6.983880224E+01 -2.991423274E-02 -2.991423274E-02 -2.991423274E-02 -2.991423274E-02 4.787397054E-03 4.787397054E-03 4.787397054E-03 4.787397054E-03 
7.284729794E+01 -2.866566871E-02 -2.866566871E-02 -2.866566871E-02 -2.866566871E-02 4.524991323E-03 4.524991323E-03 4.524991323E-03 4.524991323E-03 
7.585579364E+01 -2.739878660E-02 -2.739878660E-02 -2.739878660E-02 -2.739878660E-02 4.265592335E-03 4.265592335E-03 4.265592335E-03 4.265592335E-03 
7.886428934E+01 -2.612980358E-02 -2.612980358E-02 -2.612980358E-02 -2.612980358E-02 4.009248493E-03 4.009248493E-03 4.009248493E-03 4.009248493E-03 
8.191286676E+01 -2.485743364E-02 -2.485743364E-02 -2.485743364E-02 -2.485743364E-02 3.752654385E-03 3.752654385E-03 3.752654385E-03 3.752654385E-03 
8.496144419E+01 -2.357558109E-02 -2.357558109E-02 -2.357558109E-02 -2.357558109E-02 3.499170537E-03 3.499170537E-03 3.499170537E-03 3.499170537E-03 
8.801002161E+01 -2.227698656E-02 -2.227698656E-02 -2.227698656E-02 -2.227698656E-02 3.248771180E-03 3.248771180E-03 3.248771180E-03 3.248771180E-03 
9.105859903E+01 -2.097514941E-02 -2.097514941E-02 -2.097514941E-02 -2.097514941E-02 3.001500340E-03 3.001500340E-03 3.001500340E-03 3.001500340E-03 
9.412717930E+01 -1.967453146E-02 -1.967453146E-02 -1.967453146E-02 -1.967453146E-02 2.755810722E-03 2.755810722E-03 2.755810722E-03 2.755810722E-03 
9.719575957E+01 -1.836494021E-02 -1.836494021E-02 -1.836494021E-02 -1.836494021E-02 2.513270113E-03 2.513270113E-03 2.513270113E-03 2.513270113E-03 
1.002643398E+02 -1.704039013E-02 -1.704039013E-02 -1.704039013E-02 -1.704039013E-02 2.273856706E-03 2.273856706E-03 2.273856706E-03 2.273856706E-03 
1.033329201E+02 -1.571142133E-02 -1.571142133E-02 -1.571142133E-02 -1.571142133E-02 2.037608813E-03 2.037608813E-03 2.037608813E-03 2.037608813E-03 
1.064059291E+02 -1.438641209E-02 -1.438641209E-02 -1.438641209E-02 -1.438641209E-02 1.804231528E-03 1.804231528E-03 1.804231528E-03 1.804231528E-03 
1.094789380E+02 -1.305276174E-02 -1.305276174E-02 -1.305276174E-02 -1.305276174E-02 1.574014968E-03 1.574014968E-03 1.574014968E-03 1.574014968E-03 
1.125519470E+02 -1.170567755E-02 -1.170567755E-02 -1.170567755E-02 -1.170567755E-02 1.346941748E-03 1.346941748E-03 1.346941748E-03 1.346941748E-03 
1.156249560E+02 -1.035299606E-02 -1.035299606E-02 -1.035299606E-02 -1.035299606E-02 1.123044626E-03 1.123044626E-03 1.123044626E-03 1.123044626E-03 
1.186662352E+02 -9.016427272E-03 -9.016427272E-03 -9.016427272E-03 -9.016427272E-03 9.046199832E-04 9.046199832E-04 9.046199832E-04 9.046199832E-04 
1.217075145E+02 -7.671418562E-03 -7.671418562E-03 -7.671418562E-03 -7.671418562E-03 6.892993797E-04 6.892993797E-04 6.892993797E-04 6.892993797E-04 
1.247487938E+02 -6.314374063E-03 -6.314374063E-03 -6.314374063E-03 -6.314374063E-03 4.770706872E-04 4.770706872E-04 4.770706872E-04 4.770706872E-04 
1.277900730E+02 -4.950606159E-03 -4.950606159E-03 -4.950606159E-03 -4.950606159E-03 2.679607820E-04 2.679607820E-04 2.679607820E-04 2.679607820E-04 
