0.000000000E+00 -6.733372280E-02 -8.855320077E-02 -8.855320120E-02 -6.733372361E-02 6.930938074E-02 1.448020266E-02 2.158922643E-02 2.158922659E-02 1.448020290E-02 -4.546941676E-03 
2.290245681E+00 -6.653859703E-02 -8.776617329E-02 -8.776617372E-02 -6.653859783E-02 6.942561469E-02 1.423744901E-02 2.130243503E-02 2.130243519E-02 1.423744925E-02 -4.544897077E-03 
4.580491362E+00 -6.574273139E-02 -8.697726063E-02 -8.697726106E-02 -6.574273218E-02 6.953838030E-02 1.399639904E-02 2.101739306E-02 2.101739321E-02 1.399639928E-02 -4.542839514E-03 
6.870737043E+00 -6.494263340E-02 -8.618084528E-02 -8.618084571E-02 -6.494263420E-02 6.964766820E-02 1.375704122E-02 2.073408691E-02 2.073408706E-02 1.375704145E-02 -4.540772813E-03 
9.160982724E+00 -6.414370666E-02 -8.538675081E-02 -8.538675124E-02 -6.414370746E-02 6.975347305E-02 1.351938224E-02 2.045252935E-02 2.045252950E-02 1.351938247E-02 -4.538700811E-03 
1.145122841E+01 -6.335233168E-02 -8.460835942E-02 -8.460835985E-02 -6.335233248E-02 6.985579347E-02 1.328343106E-02 2.017273965E-02 2.017273980E-02 1.328343129E-02 -4.536627341E-03 
1.374147409E+01 -6.255828132E-02 -8.382283208E-02 -8.382283251E-02 -6.255828211E-02 6.995463175E-02 1.304916200E-02 1.989467415E-02 1.989467430E-02 1.304916223E-02 -4.534556209E-03 
1.603171977E+01 -6.175757390E-02 -8.302038399E-02 -8.302038442E-02 -6.175757469E-02 7.004999462E-02 1.281656227E-02 1.961831166E-02 1.961831181E-02 1.281656250E-02 -4.532491215E-03 
1.832196545E+01 -6.095803327E-02 -8.222208723E-02 -8.222208766E-02 -6.095803406E-02 7.014189352E-02 1.258564407E-02 1.934368513E-02 1.934368528E-02 1.258564430E-02 -4.530436151E-03 
2.112637928E+01 -5.999705582E-02 -8.130003219E-02 -8.130003262E-02 -5.999705661E-02 7.024973037E-02 1.230520351E-02 1.900985187E-02 1.900985202E-02 1.230520374E-02 -4.527938757E-03 
