0.000000000E+00 -2.342821384E-01 -5.617641485E-03 1.075827734E-01 4.806596147E-04 
8.391482867E-01 -2.339808890E-01 -5.335393078E-03 1.073305169E-01 4.378041519E-04 
1.678296573E+00 -2.336795203E-01 -5.053080103E-03 1.070786280E-01 3.951223117E-04 
2.517444860E+00 -2.333777134E-01 -4.770700535E-03 1.068271061E-01 3.526139789E-04 
3.356593147E+00 -2.330760539E-01 -4.488255348E-03 1.065759514E-01 3.102790517E-04 
5.156951100E+00 -2.324768622E-01 -3.882123830E-03 1.060383812E-01 2.200361181E-04 
6.957309053E+00 -2.318393279E-01 -3.275656370E-03 1.055024676E-01 1.305896977E-04 
8.757667006E+00 -2.311106511E-01 -2.668761328E-03 1.049681688E-01 4.193835863E-05 
1.055802496E+01 -2.304320925E-01 -2.061540929E-03 1.044355846E-01 -4.591846219E-05 
1.149944351E+01 -2.301583429E-01 -1.743935644E-03 1.041578194E-01 -9.154314092E-05 
1.244086206E+01 -2.298465196E-01 -1.426237860E-03 1.038804837E-01 -1.369510066E-04 
1.338228061E+01 -2.294673747E-01 -1.108444418E-03 1.036035557E-01 -1.821422149E-04 
1.432369916E+01 -2.291007251E-01 -7.905569521E-04 1.033270933E-01 -2.271169016E-04 
1.526511771E+01 -2.288058170E-01 -4.725782764E-04 1.030511400E-01 -2.718751957E-04 
1.620653626E+01 -2.284856700E-01 -1.545033608E-04 1.027756236E-01 -3.164172577E-04 
1.714795481E+01 -2.281211851E-01 1.636709228E-04 1.025005297E-01 -3.607432407E-04 
1.808937337E+01 -2.277647655E-01 4.819431635E-04 1.022258964E-01 -4.048532773E-04 
1.926397014E+01 -2.274133770E-01 8.791790558E-04 1.018839459E-01 -4.595862282E-04 
2.043856692E+01 -2.270146963E-01 1.276572410E-03 1.015426665E-01 -5.139835107E-04 
2.161316369E+01 -2.265116036E-01 1.674131906E-03 1.012020147E-01 -5.680454275E-04 
2.278776047E+01 -2.260421374E-01 2.071851993E-03 1.008620924E-01 -6.217722161E-04 
2.402107275E+01 -2.258125175E-01 2.489615739E-03 1.005061318E-01 -6.778242513E-04 
2.525438503E+01 -2.254353582E-01 2.907562904E-03 1.001508353E-01 -7.335074252E-04 
2.648769731E+01 -2.247253628E-01 3.325704068E-03 9.979606369E-02 -7.888220798E-04 
2.772100959E+01 -2.241297246E-01 3.744032574E-03 9.944215072E-02 -8.437684842E-04 
2.874855264E+01 -2.240487805E-01 4.092702523E-03 9.914818607E-02 -8.892664461E-04 
2.977609568E+01 -2.237897131E-01 4.441506219E-03 9.885462182E-02 -9.345091656E-04 
3.080363872E+01 -2.231883974E-01 4.790448058E-03 9.856133421E-02 -9.794968254E-04 
3.183118176E+01 -2.226650899E-01 5.139526511E-03 9.826863997E-02 -1.024229591E-03 
3.267773172E+01 -2.225109220E-01 5.427218650E-03 9.802811142E-02 -1.060891664E-03 
3.352428169E+01 -2.222778818E-01 5.715005613E-03 9.778788456E-02 -1.097380936E-03 
3.437083166E+01 -2.219333675E-01 6.002889292E-03 9.754793413E-02 -1.133697505E-03 
3.521738162E+01 -2.215952810E-01 6.290869613E-03 9.730834967E-02 -1.169841463E-03 
3.610291572E+01 -2.213316399E-01 6.592214301E-03 9.705818687E-02 -1.207465246E-03 
3.698844981E+01 -2.210389802E-01 6.893667078E-03 9.680839615E-02 -1.244900361E-03 
3.787398390E+01 -2.207024763E-01 7.195230224E-03 9.655896571E-02 -1.282146918E-03 
3.875951800E+01 -2.203703061E-01 7.496903655E-03 9.630993206E-02 -1.319205014E-03 
3.986863941E+01 -2.200189665E-01 7.874899604E-03 9.599862434E-02 -1.365354156E-03 
4.097776082E+01 -2.196386951E-01 8.253073392E-03 9.568791025E-02 -1.411208023E-03 
4.208688224E+01 -2.191990361E-01 8.631430910E-03 9.537776559E-02 -1.456766833E-03 
4.319600365E+01 -2.187753662E-01 9.009970644E-03 9.506824765E-02 -1.502030764E-03 
4.448802273E+01 -2.184408081E-01 9.451156462E-03 9.470858589E-02 -1.554387246E-03 
4.578004180E+01 -2.180175934E-01 9.892598196E-03 9.434968701E-02 -1.606344156E-03 
4.707206088E+01 -2.173928439E-01 1.033430720E-02 9.399146242E-02 -1.657901837E-03 
4.836407996E+01 -2.168387826E-01 1.077627928E-02 9.363412209E-02 -1.709060547E-03 
4.930764768E+01 -2.166173474E-01 1.109921624E-02 9.337382040E-02 -1.746170057E-03 
5.025121540E+01 -2.163304875E-01 1.142229739E-02 9.311390888E-02 -1.783067048E-03 
5.119478312E+01 -2.159378992E-01 1.174552569E-02 9.285435551E-02 -1.819751639E-03 
5.213835084E+01 -2.155596199E-01 1.206890147E-02 9.259525377E-02 -1.856223937E-03 
5.308191857E+01 -2.152780131E-01 1.239242439E-02 9.233666776E-02 -1.892484042E-03 
5.402548629E+01 -2.149654398E-01 1.271609844E-02 9.207849690E-02 -1.928532074E-03 
5.496905401E+01 -2.146032617E-01 1.303992663E-02 9.182072602E-02 -1.964368149E-03 
5.591262173E+01 -2.142476038E-01 1.336390947E-02 9.156339884E-02 -1.999992367E-03 
5.705477985E+01 -2.138914299E-01 1.375628614E-02 9.125255745E-02 -2.042831028E-03 
5.819693797E+01 -2.135024719E-01 1.414889601E-02 9.094233127E-02 -2.085359616E-03 
5.933909610E+01 -2.130461915E-01 1.454174551E-02 9.063269210E-02 -2.127578332E-03 
6.048125422E+01 -2.126080555E-01 1.493483478E-02 9.032370690E-02 -2.169487338E-03 
6.177155110E+01 -2.122714619E-01 1.537919373E-02 8.997554045E-02 -2.216459588E-03 
6.306184798E+01 -2.118501747E-01 1.582386926E-02 8.962812053E-02 -2.263037064E-03 
6.435214485E+01 -2.112393554E-01 1.626887197E-02 8.928136242E-02 -2.309220048E-03 
6.564244173E+01 -2.106919436E-01 1.671420145E-02 8.893546691E-02 -2.355008753E-03 
6.682976804E+01 -2.104981789E-01 1.712427855E-02 8.861813930E-02 -2.396795176E-03 
6.801709435E+01 -2.101545533E-01 1.753464176E-02 8.830137677E-02 -2.438248123E-03 
6.920442066E+01 -2.094974859E-01 1.794529869E-02 8.798504747E-02 -2.479367791E-03 
7.039174697E+01 -2.089285952E-01 1.835625058E-02 8.766947346E-02 -2.520154343E-03 
7.137536507E+01 -2.087551892E-01 1.869691952E-02 8.740879938E-02 -2.553691012E-03 
7.235898316E+01 -2.084812504E-01 1.903779687E-02 8.714851203E-02 -2.586999276E-03 
7.334260126E+01 -2.080433667E-01 1.937888649E-02 8.688855943E-02 -2.620079236E-03 
7.432621936E+01 -2.076282219E-01 1.972019006E-02 8.662909279E-02 -2.652930983E-03 
7.525687035E+01 -2.073711456E-01 2.004331282E-02 8.638413850E-02 -2.683803651E-03 
7.618752134E+01 -2.070741506E-01 2.036663225E-02 8.613956912E-02 -2.714472179E-03 
7.711817233E+01 -2.067184191E-01 2.069015159E-02 8.589536877E-02 -2.744936646E-03 
7.804882332E+01 -2.063675682E-01 2.101387266E-02 8.565158904E-02 -2.775197120E-03 
7.913620144E+01 -2.060239749E-01 2.139236740E-02 8.536733695E-02 -2.810295305E-03 
8.022357956E+01 -2.056544272E-01 2.177114558E-02 8.508363103E-02 -2.845115216E-03 
8.131095768E+01 -2.052366378E-01 2.215021303E-02 8.480045224E-02 -2.879656971E-03 
8.239833580E+01 -2.048290542E-01 2.252957259E-02 8.451784800E-02 -2.913920665E-03 
8.370237224E+01 -2.044420335E-01 2.298490622E-02 8.417976510E-02 -2.954644771E-03 
8.500640868E+01 -2.040034771E-01 2.344067497E-02 8.384245165E-02 -2.994969292E-03 
8.631044511E+01 -2.034511616E-01 2.389689050E-02 8.350585489E-02 -3.034894419E-03 
8.761448155E+01 -2.029353051E-01 2.435355747E-02 8.317009828E-02 -3.074420282E-03 
8.893188599E+01 -2.026548432E-01 2.481536732E-02 8.283192111E-02 -3.113946023E-03 
9.024929044E+01 -2.022472411E-01 2.527765612E-02 8.249446199E-02 -3.153064573E-03 
9.156669489E+01 -2.015596203E-01 2.574043646E-02 8.215759237E-02 -3.191776096E-03 
9.288409933E+01 -2.009616472E-01 2.620371447E-02 8.182161993E-02 -3.230080706E-03 
9.399398841E+01 -2.007794440E-01 2.659440781E-02 8.153947556E-02 -3.262035890E-03 
9.510387750E+01 -2.004690229E-01 2.698546743E-02 8.125780492E-02 -3.293702411E-03 
9.621376658E+01 -1.999224841E-01 2.737690069E-02 8.097651658E-02 -3.325080344E-03 
9.732365566E+01 -1.994242722E-01 2.776871269E-02 8.069584988E-02 -3.356169746E-03 
9.828783052E+01 -1.991894232E-01 2.810939590E-02 8.045266912E-02 -3.382943348E-03 
