0.000000000E+00 1.848572580E-02 1.848572580E-02 1.848572580E-02 1.848572580E-02 1.848572580E-02 -2.554498859E-03 -2.554498859E-03 -2.554498859E-03 -2.554498859E-03 -2.554498859E-03 
2.524361618E+00 1.941535682E-02 1.941535682E-02 1.941535682E-02 1.941535682E-02 1.941535682E-02 -2.645449741E-03 -2.645449741E-03 -2.645449741E-03 -2.645449741E-03 -2.645449741E-03 
5.048723236E+00 2.034721074E-02 2.034721074E-02 2.034721074E-02 2.034721074E-02 2.034721074E-02 -2.734763585E-03 -2.734763585E-03 -2.734763585E-03 -2.734763585E-03 -2.734763585E-03 
7.573084855E+00 2.128151593E-02 2.128151593E-02 2.128151593E-02 2.128151593E-02 2.128151593E-02 -2.822442430E-03 -2.822442430E-03 -2.822442430E-03 -2.822442430E-03 -2.822442430E-03 
1.009744647E+01 2.221816014E-02 2.221816014E-02 2.221816014E-02 2.221816014E-02 2.221816014E-02 -2.908485399E-03 -2.908485399E-03 -2.908485399E-03 -2.908485399E-03 -2.908485399E-03 
1.522506974E+01 2.412457394E-02 2.412457394E-02 2.412457394E-02 2.412457394E-02 2.412457394E-02 -3.078184820E-03 -3.078184820E-03 -3.078184820E-03 -3.078184820E-03 -3.078184820E-03 
2.035269301E+01 2.604275030E-02 2.604275030E-02 2.604275030E-02 2.604275030E-02 2.604275030E-02 -3.241156304E-03 -3.241156304E-03 -3.241156304E-03 -3.241156304E-03 -3.241156304E-03 
2.548031628E+01 2.797805678E-02 2.797805678E-02 2.797805678E-02 2.797805678E-02 2.797805678E-02 -3.397452439E-03 -3.397452439E-03 -3.397452439E-03 -3.397452439E-03 -3.397452439E-03 
3.060793955E+01 2.992638673E-02 2.992638673E-02 2.992638673E-02 2.992638673E-02 2.992638673E-02 -3.547002552E-03 -3.547002552E-03 -3.547002552E-03 -3.547002552E-03 -3.547002552E-03 
3.631382565E+01 3.210490606E-02 3.210490606E-02 3.210490606E-02 3.210490606E-02 3.210490606E-02 -3.705381140E-03 -3.705381140E-03 -3.705381140E-03 -3.705381140E-03 -3.705381140E-03 
4.201971176E+01 3.430183764E-02 3.430183764E-02 3.430183764E-02 3.430183764E-02 3.430183764E-02 -3.855400058E-03 -3.855400058E-03 -3.855400058E-03 -3.855400058E-03 -3.855400058E-03 
4.772559786E+01 3.652116736E-02 3.652116736E-02 3.652116736E-02 3.652116736E-02 3.652116736E-02 -3.997095010E-03 -3.997095010E-03 -3.997095010E-03 -3.997095010E-03 -3.997095010E-03 
5.343148397E+01 3.876489556E-02 3.876489556E-02 3.876489556E-02 3.876489556E-02 3.876489556E-02 -4.130376679E-03 -4.130376679E-03 -4.130376679E-03 -4.130376679E-03 -4.130376679E-03 
6.082467253E+01 4.171769897E-02 4.171769897E-02 4.171769897E-02 4.171769897E-02 4.171769897E-02 -4.290376290E-03 -4.290376290E-03 -4.290376290E-03 -4.290376290E-03 -4.290376290E-03 
6.821786109E+01 4.471291024E-02 4.471291024E-02 4.471291024E-02 4.471291024E-02 4.471291024E-02 -4.436075074E-03 -4.436075074E-03 -4.436075074E-03 -4.436075074E-03 -4.436075074E-03 
7.561104964E+01 4.775087001E-02 4.775087001E-02 4.775087001E-02 4.775087001E-02 4.775087001E-02 -4.567412690E-03 -4.567412690E-03 -4.567412690E-03 -4.567412690E-03 -4.567412690E-03 
8.300423820E+01 5.086575332E-02 5.086575332E-02 5.086575332E-02 5.086575332E-02 5.086575332E-02 -4.684188176E-03 -4.684188176E-03 -4.684188176E-03 -4.684188176E-03 -4.684188176E-03 
9.227541270E+01 5.494604640E-02 5.494604640E-02 5.494604640E-02 5.494604640E-02 5.494604640E-02 -4.809723158E-03 -4.809723158E-03 -4.809723158E-03 -4.809723158E-03 -4.809723158E-03 
1.015465872E+02 5.917378264E-02 5.917378264E-02 5.917378264E-02 5.917378264E-02 5.917378264E-02 -4.911131709E-03 -4.911131709E-03 -4.911131709E-03 -4.911131709E-03 -4.911131709E-03 
1.108177617E+02 6.357262542E-02 6.357262542E-02 6.357262542E-02 6.357262542E-02 6.357262542E-02 -4.987331378E-03 -4.987331378E-03 -4.987331378E-03 -4.987331378E-03 -4.987331378E-03 
1.200889362E+02 6.830712822E-02 6.830712822E-02 6.830712822E-02 6.830712822E-02 6.830712822E-02 -5.037470700E-03 -5.037470700E-03 -5.037470700E-03 -5.037470700E-03 -5.037470700E-03 
1.284746492E+02 7.305310467E-02 7.305310467E-02 7.305310467E-02 7.305310467E-02 7.305310467E-02 -5.059029657E-03 -5.059029657E-03 -5.059029657E-03 -5.059029657E-03 -5.059029657E-03 
1.368603623E+02 7.832833259E-02 7.832833259E-02 7.832833259E-02 7.832833259E-02 7.832833259E-02 -5.055568822E-03 -5.055568822E-03 -5.055568822E-03 -5.055568822E-03 -5.055568822E-03 
