0.000000000E+00 -2.508776870E-01 -2.508776870E-01 -2.508776870E-01 -9.680187940E-01 -9.680187940E-01 -9.680187940E-01 3.572889551E+01 3.574838199E+01 3.578742902E+01 3.584618488E+01 3.592487227E+01 3.602378865E+01 3.614330672E+01 3.628387501E+01 3.644601854E+01 3.663033960E+01 3.663033960E+01 3.644601854E+01 3.628387501E+01 3.614330672E+01 3.602378865E+01 3.592487227E+01 3.584618488E+01 3.578742902E+01 3.574838199E+01 3.572889551E+01 3.572889551E+01 3.574838199E+01 3.578742902E+01 3.584618488E+01 3.592487227E+01 3.602378865E+01 3.614330672E+01 3.628387501E+01 3.644601854E+01 3.663033960E+01 3.663033960E+01 3.644601854E+01 3.628387501E+01 3.614330672E+01 3.602378865E+01 3.592487227E+01 3.584618488E+01 3.578742902E+01 3.574838199E+01 3.572889551E+01 3.572889551E+01 3.574838199E+01 3.578742902E+01 3.584618488E+01 3.592487227E+01 3.602378865E+01 3.614330672E+01 3.628387501E+01 3.644601854E+01 3.663033960E+01 3.663033960E+01 3.644601854E+01 3.628387501E+01 3.614330672E+01 3.602378865E+01 3.592487227E+01 3.584618488E+01 3.578742902E+01 3.574838199E+01 3.572889551E+01 
6.788989680E-02 -2.426200173E-01 -2.426200173E-01 -2.426200173E-01 -9.701213960E-01 -9.701213960E-01 -9.701213960E-01 3.571901503E+01 3.573872583E+01 3.577822176E+01 3.583765159E+01 3.591723877E+01 3.601728175E+01 3.613815447E+01 3.628030692E+01 3.644426580E+01 3.663063537E+01 3.663063537E+01 3.644426580E+01 3.628030692E+01 3.613815447E+01 3.601728175E+01 3.591723877E+01 3.583765159E+01 3.577822176E+01 3.573872583E+01 3.571901503E+01 3.571901503E+01 3.573872583E+01 3.577822176E+01 3.583765159E+01 3.591723877E+01 3.601728175E+01 3.613815447E+01 3.628030692E+01 3.644426580E+01 3.663063537E+01 3.663063537E+01 3.644426580E+01 3.628030692E+01 3.613815447E+01 3.601728175E+01 3.591723877E+01 3.583765159E+01 3.577822176E+01 3.573872583E+01 3.571901503E+01 3.571901503E+01 3.573872583E+01 3.577822176E+01 3.583765159E+01 3.591723877E+01 3.601728175E+01 3.613815447E+01 3.628030692E+01 3.644426580E+01 3.663063537E+01 3.663063537E+01 3.644426580E+01 3.628030692E+01 3.613815447E+01 3.601728175E+01 3.591723877E+01 3.583765159E+01 3.577822176E+01 3.573872583E+01 3.571901503E+01 
1.357797936E-01 -2.343506539E-01 -2.343506539E-01 -2.343506539E-01 -9.721521319E-01 -9.721521319E-01 -9.721521319E-01 3.570996888E+01 3.572990439E+01 3.576985000E+01 3.582995495E+01 3.591044344E+01 3.601161489E+01 3.613384447E+01 3.627758358E+01 3.644336061E+01 3.663178170E+01 3.663178170E+01 3.644336061E+01 3.627758358E+01 3.613384447E+01 3.601161489E+01 3.591044344E+01 3.582995495E+01 3.576985000E+01 3.572990439E+01 3.570996888E+01 3.570996888E+01 3.572990439E+01 3.576985000E+01 3.582995495E+01 3.591044344E+01 3.601161489E+01 3.613384447E+01 3.627758358E+01 3.644336061E+01 3.663178170E+01 3.663178170E+01 3.644336061E+01 3.627758358E+01 3.613384447E+01 3.601161489E+01 3.591044344E+01 3.582995495E+01 3.576985000E+01 3.572990439E+01 3.570996888E+01 3.570996888E+01 3.572990439E+01 3.576985000E+01 3.582995495E+01 3.591044344E+01 3.601161489E+01 3.613384447E+01 3.627758358E+01 3.644336061E+01 3.663178170E+01 3.663178170E+01 3.644336061E+01 3.627758358E+01 3.613384447E+01 3.601161489E+01 3.591044344E+01 3.582995495E+01 3.576985000E+01 3.572990439E+01 3.570996888E+01 
2.036696904E-01 -2.260701597E-01 -2.260701597E-01 -2.260701597E-01 -9.741110207E-01 -9.741110207E-01 -9.741110207E-01 3.570175658E+01 3.572191718E+01 3.576231320E+01 3.582309440E+01 3.590448566E+01 3.600678738E+01 3.613037591E+01 3.627570408E+01 3.644330193E+01 3.663377742E+01 3.663377742E+01 3.644330193E+01 3.627570408E+01 3.613037591E+01 3.600678738E+01 3.590448566E+01 3.582309440E+01 3.576231320E+01 3.572191718E+01 3.570175658E+01 3.570175658E+01 3.572191718E+01 3.576231320E+01 3.582309440E+01 3.590448566E+01 3.600678738E+01 3.613037591E+01 3.627570408E+01 3.644330193E+01 3.663377742E+01 3.663377742E+01 3.644330193E+01 3.627570408E+01 3.613037591E+01 3.600678738E+01 3.590448566E+01 3.582309440E+01 3.576231320E+01 3.572191718E+01 3.570175658E+01 3.570175658E+01 3.572191718E+01 3.576231320E+01 3.582309440E+01 3.590448566E+01 3.600678738E+01 3.613037591E+01 3.627570408E+01 3.644330193E+01 3.663377742E+01 3.663377742E+01 3.644330193E+01 3.627570408E+01 3.613037591E+01 3.600678738E+01 3.590448566E+01 3.582309440E+01 3.576231320E+01 3.572191718E+01 3.570175658E+01 
2.715595872E-01 -2.177790967E-01 -2.177790967E-01 -2.177790967E-01 -9.759980860E-01 -9.759980860E-01 -9.759980860E-01 3.569437757E+01 3.571476363E+01 3.575561079E+01 3.581706928E+01 3.589936471E+01 3.600279841E+01 3.612774791E+01 3.627466744E+01 3.644408863E+01 3.663662128E+01 3.663662128E+01 3.644408863E+01 3.627466744E+01 3.612774791E+01 3.600279841E+01 3.589936471E+01 3.581706928E+01 3.575561079E+01 3.571476363E+01 3.569437757E+01 3.569437757E+01 3.571476363E+01 3.575561079E+01 3.581706928E+01 3.589936471E+01 3.600279841E+01 3.612774791E+01 3.627466744E+01 3.644408863E+01 3.663662128E+01 3.663662128E+01 3.644408863E+01 3.627466744E+01 3.612774791E+01 3.600279841E+01 3.589936471E+01 3.581706928E+01 3.575561079E+01 3.571476363E+01 3.569437757E+01 3.569437757E+01 3.571476363E+01 3.575561079E+01 3.581706928E+01 3.589936471E+01 3.600279841E+01 3.612774791E+01 3.627466744E+01 3.644408863E+01 3.663662128E+01 3.663662128E+01 3.644408863E+01 3.627466744E+01 3.612774791E+01 3.600279841E+01 3.589936471E+01 3.581706928E+01 3.575561079E+01 3.571476363E+01 3.569437757E+01 
3.394494840E-01 -2.094780248E-01 -2.094780248E-01 -2.094780248E-01 -9.778133547E-01 -9.778133547E-01 -9.778133547E-01 3.568783126E+01 3.570844310E+01 3.574974208E+01 3.581187889E+01 3.589507982E+01 3.599964716E+01 3.612595955E+01 3.627447261E+01 3.644571955E+01 3.664031197E+01 3.664031197E+01 3.644571955E+01 3.627447261E+01 3.612595955E+01 3.599964716E+01 3.589507982E+01 3.581187889E+01 3.574974208E+01 3.570844310E+01 3.568783126E+01 3.568783126E+01 3.570844310E+01 3.574974208E+01 3.581187889E+01 3.589507982E+01 3.599964716E+01 3.612595955E+01 3.627447261E+01 3.644571955E+01 3.664031197E+01 3.664031197E+01 3.644571955E+01 3.627447261E+01 3.612595955E+01 3.599964716E+01 3.589507982E+01 3.581187889E+01 3.574974208E+01 3.570844310E+01 3.568783126E+01 3.568783126E+01 3.570844310E+01 3.574974208E+01 3.581187889E+01 3.589507982E+01 3.599964716E+01 3.612595955E+01 3.627447261E+01 3.644571955E+01 3.664031197E+01 3.664031197E+01 3.644571955E+01 3.627447261E+01 3.612595955E+01 3.599964716E+01 3.589507982E+01 3.581187889E+01 3.574974208E+01 3.570844310E+01 3.568783126E+01 
4.073393808E-01 -2.011675025E-01 -2.011675025E-01 -2.011675025E-01 -9.795568570E-01 -9.795568570E-01 -9.795568570E-01 3.568211697E+01 3.570295493E+01 3.574470639E+01 3.580752248E+01 3.589163019E+01 3.599733271E+01 3.612500982E+01 3.627511848E+01 3.644819347E+01 3.664484812E+01 3.664484812E+01 3.644819347E+01 3.627511848E+01 3.612500982E+01 3.599733271E+01 3.589163019E+01 3.580752248E+01 3.574470639E+01 3.570295493E+01 3.568211697E+01 3.568211697E+01 3.570295493E+01 3.574470639E+01 3.580752248E+01 3.589163019E+01 3.599733271E+01 3.612500982E+01 3.627511848E+01 3.644819347E+01 3.664484812E+01 3.664484812E+01 3.644819347E+01 3.627511848E+01 3.612500982E+01 3.599733271E+01 3.589163019E+01 3.580752248E+01 3.574470639E+01 3.570295493E+01 3.568211697E+01 3.568211697E+01 3.570295493E+01 3.574470639E+01 3.580752248E+01 3.589163019E+01 3.599733271E+01 3.612500982E+01 3.627511848E+01 3.644819347E+01 3.664484812E+01 3.664484812E+01 3.644819347E+01 3.627511848E+01 3.612500982E+01 3.599733271E+01 3.589163019E+01 3.580752248E+01 3.574470639E+01 3.570295493E+01 3.568211697E+01 
4.752292776E-01 -1.928480863E-01 -1.928480863E-01 -1.928480863E-01 -9.812286258E-01 -9.812286258E-01 -9.812286258E-01 3.567723398E+01 3.569829838E+01 3.574050293E+01 3.580399923E+01 3.588901493E+01 3.599585412E+01 3.612489769E+01 3.627660392E+01 3.645150911E+01 3.665022833E+01 3.665022833E+01 3.645150911E+01 3.627660392E+01 3.612489769E+01 3.599585412E+01 3.588901493E+01 3.580399923E+01 3.574050293E+01 3.569829838E+01 3.567723398E+01 3.567723398E+01 3.569829838E+01 3.574050293E+01 3.580399923E+01 3.588901493E+01 3.599585412E+01 3.612489769E+01 3.627660392E+01 3.645150911E+01 3.665022833E+01 3.665022833E+01 3.645150911E+01 3.627660392E+01 3.612489769E+01 3.599585412E+01 3.588901493E+01 3.580399923E+01 3.574050293E+01 3.569829838E+01 3.567723398E+01 3.567723398E+01 3.569829838E+01 3.574050293E+01 3.580399923E+01 3.588901493E+01 3.599585412E+01 3.612489769E+01 3.627660392E+01 3.645150911E+01 3.665022833E+01 3.665022833E+01 3.645150911E+01 3.627660392E+01 3.612489769E+01 3.599585412E+01 3.588901493E+01 3.580399923E+01 3.574050293E+01 3.569829838E+01 3.567723398E+01 
5.431191744E-01 -1.845203308E-01 -1.845203308E-01 -1.845203308E-01 -9.828286972E-01 -9.828286972E-01 -9.828286972E-01 3.567318152E+01 3.569447266E+01 3.573713089E+01 3.580130827E+01 3.588723312E+01 3.599521039E+01 3.612562206E+01 3.627892772E+01 3.645566515E+01 3.665645112E+01 3.665645112E+01 3.645566515E+01 3.627892772E+01 3.612562206E+01 3.599521039E+01 3.588723312E+01 3.580130827E+01 3.573713089E+01 3.569447266E+01 3.567318152E+01 3.567318152E+01 3.569447266E+01 3.573713089E+01 3.580130827E+01 3.588723312E+01 3.599521039E+01 3.612562206E+01 3.627892772E+01 3.645566515E+01 3.665645112E+01 3.665645112E+01 3.645566515E+01 3.627892772E+01 3.612562206E+01 3.599521039E+01 3.588723312E+01 3.580130827E+01 3.573713089E+01 3.569447266E+01 3.567318152E+01 3.567318152E+01 3.569447266E+01 3.573713089E+01 3.580130827E+01 3.588723312E+01 3.599521039E+01 3.612562206E+01 3.627892772E+01 3.645566515E+01 3.665645112E+01 3.665645112E+01 3.645566515E+01 3.627892772E+01 3.612562206E+01 3.599521039E+01 3.588723312E+01 3.580130827E+01 3.573713089E+01 3.569447266E+01 3.567318152E+01 
6.110090712E-01 -1.761847891E-01 -1.761847891E-01 -1.761847891E-01 -9.843571103E-01 -9.843571103E-01 -9.843571103E-01 3.566995877E+01 3.569147692E+01 3.573458940E+01 3.579944869E+01 3.588628377E+01 3.599540045E+01 3.612718178E+01 3.628208861E+01 3.646066020E+01 3.666351498E+01 3.666351498E+01 3.646066020E+01 3.628208861E+01 3.612718178E+01 3.599540045E+01 3.588628377E+01 3.579944869E+01 3.573458940E+01 3.569147692E+01 3.566995877E+01 3.566995877E+01 3.569147692E+01 3.573458940E+01 3.579944869E+01 3.588628377E+01 3.599540045E+01 3.612718178E+01 3.628208861E+01 3.646066020E+01 3.666351498E+01 3.666351498E+01 3.646066020E+01 3.628208861E+01 3.612718178E+01 3.599540045E+01 3.588628377E+01 3.579944869E+01 3.573458940E+01 3.569147692E+01 3.566995877E+01 3.566995877E+01 3.569147692E+01 3.573458940E+01 3.579944869E+01 3.588628377E+01 3.599540045E+01 3.612718178E+01 3.628208861E+01 3.646066020E+01 3.666351498E+01 3.666351498E+01 3.646066020E+01 3.628208861E+01 3.612718178E+01 3.599540045E+01 3.588628377E+01 3.579944869E+01 3.573458940E+01 3.569147692E+01 3.566995877E+01 
