0.000000000E+00 -9.736112228E-01 -8.363933091E-01 6.183369773E-01 2.282130278E-01 5.481297598E-01 -7.859130865E-01 
7.424728138E-02 -9.765094280E-01 -8.364882524E-01 6.262543156E-01 2.154746689E-01 5.479848579E-01 -7.796188348E-01 
1.484945628E-01 -9.792331923E-01 -8.365553225E-01 6.341207776E-01 2.027371533E-01 5.478824628E-01 -7.732340115E-01 
2.227418441E-01 -9.817834238E-01 -8.365945394E-01 6.419347379E-01 1.900034452E-01 5.478225779E-01 -7.667592786E-01 
2.969891255E-01 -9.841610892E-01 -8.366059358E-01 6.496945940E-01 1.772764841E-01 5.478051737E-01 -7.601953265E-01 
3.712364069E-01 -9.863672118E-01 -8.365895565E-01 6.573987669E-01 1.645591835E-01 5.478301871E-01 -7.535428729E-01 
4.454836883E-01 -9.884028698E-01 -8.365454587E-01 6.650457016E-01 1.518544299E-01 5.478975229E-01 -7.468026612E-01 
5.197309697E-01 -9.902691961E-01 -8.364737113E-01 6.726338675E-01 1.391650816E-01 5.480070532E-01 -7.399754591E-01 
5.939782510E-01 -9.919673768E-01 -8.363743952E-01 6.801617595E-01 1.264939677E-01 5.481586185E-01 -7.330620579E-01 
6.682255324E-01 -9.934986511E-01 -8.362476030E-01 6.876278986E-01 1.138438868E-01 5.483520279E-01 -7.260632706E-01 
7.424728138E-01 -9.948643106E-01 -8.360934391E-01 6.950308320E-01 1.012176058E-01 5.485870589E-01 -7.189799318E-01 
8.167200952E-01 -9.960656982E-01 -8.359120192E-01 7.023691344E-01 8.861785859E-02 5.488634587E-01 -7.118128959E-01 
8.909673766E-01 -9.971042078E-01 -8.357034709E-01 7.096414081E-01 7.604734502E-02 5.491809436E-01 -7.045630359E-01 
9.652146579E-01 -9.979812830E-01 -8.354679329E-01 7.168462835E-01 6.350872956E-02 5.495392008E-01 -6.972312425E-01 
1.039461939E+00 -9.986984162E-01 -8.352055554E-01 7.239824194E-01 5.100464024E-02 5.499378876E-01 -6.898184225E-01 
1.113709221E+00 -9.992571481E-01 -8.349164998E-01 7.310485034E-01 3.853766744E-02 5.503766334E-01 -6.823254981E-01 
1.187956502E+00 -9.996590663E-01 -8.346009383E-01 7.380432523E-01 2.611036275E-02 5.508550389E-01 -6.747534049E-01 
1.262203783E+00 -9.999058044E-01 -8.342590546E-01 7.449654119E-01 1.372523776E-02 5.513726780E-01 -6.671030915E-01 
1.336451065E+00 -9.999990411E-01 -8.338910428E-01 7.518137578E-01 1.384762994E-03 5.519290977E-01 -6.593755176E-01 
1.410698346E+00 -9.999404989E-01 -8.334971082E-01 7.585870948E-01 -1.090863325E-02 5.525238192E-01 -6.515716531E-01 
1.484945628E+00 -9.997319432E-01 -8.330774665E-01 7.652842575E-01 -2.315256601E-02 5.531563386E-01 -6.436924768E-01 
1.559192909E+00 -9.993751807E-01 -8.326323442E-01 7.719041100E-01 -3.534469464E-02 5.538261276E-01 -6.357389749E-01 
1.633440190E+00 -9.988720589E-01 -8.321619780E-01 7.784455460E-01 -4.748272402E-02 5.545326344E-01 -6.277121401E-01 
1.707687472E+00 -9.982244640E-01 -8.316666151E-01 7.849074886E-01 -5.956440542E-02 5.552752846E-01 -6.196129704E-01 
