0.000000000E+00 -3.734941060E-01 7.038370385E-01 -9.856925441E-01 9.754059059E-01 -8.733762973E-01 8.825423700E-01 -8.133140047E-01 8.825423700E-01 -8.733762973E-01 9.754059059E-01 -9.856925441E-01 7.038370385E-01 -3.734941060E-01 -9.276325526E-01 7.103614735E-01 -1.685532805E-01 2.204162397E-01 -4.870460380E-01 4.702328839E-01 -5.818249991E-01 4.702328839E-01 -4.870460380E-01 2.204162397E-01 -1.685532805E-01 7.103614735E-01 -9.276325526E-01 
4.423905825E-03 -3.697657737E-01 7.007347288E-01 -9.849792196E-01 9.744628159E-01 -8.713703225E-01 8.805135301E-01 -8.109338004E-01 8.805135301E-01 -8.713703225E-01 9.744628159E-01 -9.849792196E-01 7.007347288E-01 -3.697657737E-01 -9.291250037E-01 7.134219226E-01 -1.726729183E-01 2.245489264E-01 -4.906258869E-01 4.740210155E-01 -5.851379078E-01 4.740210155E-01 -4.906258869E-01 2.245489264E-01 -1.726729183E-01 7.134219226E-01 -9.291250037E-01 
8.847811651E-03 -3.660321040E-01 6.976186136E-01 -9.842488357E-01 9.735019947E-01 -8.693500995E-01 8.784679975E-01 -8.085405848E-01 8.784679975E-01 -8.693500995E-01 9.735019947E-01 -9.842488357E-01 6.976186136E-01 -3.660321040E-01 -9.306022237E-01 7.164693083E-01 -1.767886568E-01 2.286785216E-01 -4.941967264E-01 4.778011900E-01 -5.884404155E-01 4.778011900E-01 -4.941967264E-01 2.286785216E-01 -1.767886568E-01 7.164693083E-01 -9.306022237E-01 
1.327171748E-02 -3.622931575E-01 6.944887478E-01 -9.835014161E-01 9.725234476E-01 -8.673156707E-01 8.764058005E-01 -8.061344046E-01 8.764058005E-01 -8.673156707E-01 9.725234476E-01 -9.835014161E-01 6.944887478E-01 -3.622931575E-01 -9.320641973E-01 7.195035643E-01 -1.809004262E-01 2.328049480E-01 -4.977585029E-01 4.815733306E-01 -5.917324747E-01 4.815733306E-01 -4.977585029E-01 2.328049480E-01 -1.809004262E-01 7.195035643E-01 -9.320641973E-01 
1.769562330E-02 -3.585489948E-01 6.913451865E-01 -9.827369849E-01 9.715271803E-01 -8.652670788E-01 8.743269676E-01 -8.037153067E-01 8.743269676E-01 -8.652670788E-01 9.715271803E-01 -9.827369849E-01 6.913451865E-01 -3.585489948E-01 -9.335109095E-01 7.225246244E-01 -1.850081573E-01 2.369281281E-01 -5.013111631E-01 4.853373606E-01 -5.950140382E-01 4.853373606E-01 -5.013111631E-01 2.369281281E-01 -1.850081573E-01 7.225246244E-01 -9.335109095E-01 
2.211952913E-02 -3.547996768E-01 6.881879854E-01 -9.819555663E-01 9.705131988E-01 -8.632043665E-01 8.722315280E-01 -8.012833381E-01 8.722315280E-01 -8.632043665E-01 9.705131988E-01 -9.819555663E-01 6.881879854E-01 -3.547996768E-01 -9.349423454E-01 7.255324228E-01 -1.891117807E-01 2.410479847E-01 -5.048546539E-01 4.890932032E-01 -5.982850591E-01 4.890932032E-01 -5.048546539E-01 2.410479847E-01 -1.891117807E-01 7.255324228E-01 -9.349423454E-01 
2.654343495E-02 -3.510452641E-01 6.850172004E-01 -9.811571848E-01 9.694815095E-01 -8.611275768E-01 8.701195111E-01 -7.988385460E-01 8.701195111E-01 -8.611275768E-01 9.694815095E-01 -9.811571848E-01 6.850172004E-01 -3.510452641E-01 -9.363584903E-01 7.285268938E-01 -1.932112274E-01 2.451644402E-01 -5.083889224E-01 4.928407818E-01 -6.015454906E-01 4.928407818E-01 -5.083889224E-01 2.451644402E-01 -1.932112274E-01 7.285268938E-01 -9.363584903E-01 
3.096734078E-02 -3.472858174E-01 6.818328877E-01 -9.803418654E-01 9.684321190E-01 -8.590367527E-01 8.679909468E-01 -7.963809777E-01 8.679909468E-01 -8.590367527E-01 9.684321190E-01 -9.803418654E-01 6.818328877E-01 -3.472858174E-01 -9.377593299E-01 7.315079720E-01 -1.973064285E-01 2.492774173E-01 -5.119139159E-01 4.965800199E-01 -6.047952862E-01 4.965800199E-01 -5.119139159E-01 2.492774173E-01 -1.973064285E-01 7.315079720E-01 -9.377593299E-01 
3.539124660E-02 -3.435213974E-01 6.786351040E-01 -9.795096330E-01 9.673650346E-01 -8.569319377E-01 8.658458653E-01 -7.939106807E-01 8.658458653E-01 -8.569319377E-01 9.673650346E-01 -9.795096330E-01 6.786351040E-01 -3.435213974E-01 -9.391448501E-01 7.344755921E-01 -2.013973152E-01 2.533868383E-01 -5.154295820E-01 5.003108409E-01 -6.080343995E-01 5.003108409E-01 -5.154295820E-01 2.533868383E-01 -2.013973152E-01 7.344755921E-01 -9.391448501E-01 
3.981515243E-02 -3.397520648E-01 6.754239062E-01 -9.786605131E-01 9.662802635E-01 -8.548131751E-01 8.636842970E-01 -7.914277024E-01 8.636842970E-01 -8.548131751E-01 9.662802635E-01 -9.786605131E-01 6.754239062E-01 -3.397520648E-01 -9.405150367E-01 7.374296893E-01 -2.054838189E-01 2.574926257E-01 -5.189358685E-01 5.040331685E-01 -6.112627845E-01 5.040331685E-01 -5.189358685E-01 2.574926257E-01 -2.054838189E-01 7.374296893E-01 -9.405150367E-01 
4.423905825E-02 -3.359778803E-01 6.721993518E-01 -9.777945313E-01 9.651778136E-01 -8.526805084E-01 8.615062731E-01 -7.889320907E-01 8.615062731E-01 -8.526805084E-01 9.651778136E-01 -9.777945313E-01 6.721993518E-01 -3.359778803E-01 -9.418698763E-01 7.403701988E-01 -2.095658711E-01 2.615947018E-01 -5.224327233E-01 5.077469264E-01 -6.144803953E-01 5.077469264E-01 -5.224327233E-01 2.615947018E-01 -2.095658711E-01 7.403701988E-01 -9.418698763E-01 
4.866296408E-02 -3.321989045E-01 6.689614983E-01 -9.769117134E-01 9.640576930E-01 -8.505339816E-01 8.593118249E-01 -7.864238932E-01 8.593118249E-01 -8.505339816E-01 9.640576930E-01 -9.769117134E-01 6.689614983E-01 -3.321989045E-01 -9.432093552E-01 7.432970561E-01 -2.136434037E-01 2.656929892E-01 -5.259200947E-01 5.114520382E-01 -6.176871863E-01 5.114520382E-01 -5.259200947E-01 2.656929892E-01 -2.136434037E-01 7.432970561E-01 -9.432093552E-01 
5.308686990E-02 -3.284151982E-01 6.657104038E-01 -9.760120857E-01 9.629199102E-01 -8.483736385E-01 8.571009842E-01 -7.839031580E-01 8.571009842E-01 -8.483736385E-01 9.629199102E-01 -9.760120857E-01 6.657104038E-01 -3.284151982E-01 -9.445334602E-01 7.462101970E-01 -2.177163485E-01 2.697874099E-01 -5.293979310E-01 5.151484280E-01 -6.208831120E-01 5.151484280E-01 -5.293979310E-01 2.697874099E-01 -2.177163485E-01 7.462101970E-01 -9.445334602E-01 
5.751077573E-02 -3.246268221E-01 6.624461266E-01 -9.750956744E-01 9.617644739E-01 -8.461995232E-01 8.548737830E-01 -7.813699331E-01 8.548737830E-01 -8.461995232E-01 9.617644739E-01 -9.750956744E-01 6.624461266E-01 -3.246268221E-01 -9.458421783E-01 7.491095575E-01 -2.217846376E-01 2.738778864E-01 -5.328661810E-01 5.188360195E-01 -6.240681272E-01 5.188360195E-01 -5.328661810E-01 2.738778864E-01 -2.217846376E-01 7.491095575E-01 -9.458421783E-01 
6.193468156E-02 -3.208338367E-01 6.591687255E-01 -9.741625064E-01 9.605913934E-01 -8.440116799E-01 8.526302538E-01 -7.788242668E-01 8.526302538E-01 -8.440116799E-01 9.605913934E-01 -9.741625064E-01 6.591687255E-01 -3.208338367E-01 -9.471354967E-01 7.519950739E-01 -2.258482032E-01 2.779643409E-01 -5.363247934E-01 5.225147368E-01 -6.272421871E-01 5.225147368E-01 -5.363247934E-01 2.779643409E-01 -2.258482032E-01 7.519950739E-01 -9.471354967E-01 
6.635858738E-02 -3.170363028E-01 6.558782596E-01 -9.732126085E-01 9.594006783E-01 -8.418101531E-01 8.503704297E-01 -7.762662074E-01 8.503704297E-01 -8.418101531E-01 9.594006783E-01 -9.732126085E-01 6.558782596E-01 -3.170363028E-01 -9.484134028E-01 7.548666826E-01 -2.299069778E-01 2.820466956E-01 -5.397737174E-01 5.261845040E-01 -6.304052468E-01 5.261845040E-01 -5.397737174E-01 2.820466956E-01 -2.299069778E-01 7.548666826E-01 -9.484134028E-01 
7.078249321E-02 -3.132342811E-01 6.525747881E-01 -9.722460079E-01 9.581923383E-01 -8.395949873E-01 8.480943437E-01 -7.736958032E-01 8.480943437E-01 -8.395949873E-01 9.581923383E-01 -9.722460079E-01 6.525747881E-01 -3.132342811E-01 -9.496758842E-01 7.577243204E-01 -2.339608939E-01 2.861248726E-01 -5.432129022E-01 5.298452454E-01 -6.335572618E-01 5.298452454E-01 -5.432129022E-01 2.861248726E-01 -2.339608939E-01 7.577243204E-01 -9.496758842E-01 
7.520639903E-02 -3.094278320E-01 6.492583710E-01 -9.712627321E-01 9.569663838E-01 -8.373662272E-01 8.458020297E-01 -7.711131030E-01 8.458020297E-01 -8.373662272E-01 9.569663838E-01 -9.712627321E-01 6.492583710E-01 -3.094278320E-01 -9.509229289E-01 7.605679244E-01 -2.380098844E-01 2.901987943E-01 -5.466422974E-01 5.334968851E-01 -6.366981877E-01 5.334968851E-01 -5.466422974E-01 2.901987943E-01 -2.380098844E-01 7.605679244E-01 -9.509229289E-01 
7.963030486E-02 -3.056170164E-01 6.459290682E-01 -9.702628087E-01 9.557228254E-01 -8.351239178E-01 8.434935217E-01 -7.685181553E-01 8.434935217E-01 -8.351239178E-01 9.557228254E-01 -9.702628087E-01 6.459290682E-01 -3.056170164E-01 -9.521545248E-01 7.633974317E-01 -2.420538820E-01 2.942683826E-01 -5.500618527E-01 5.371393477E-01 -6.398279806E-01 5.371393477E-01 -5.500618527E-01 2.942683826E-01 -2.420538820E-01 7.633974317E-01 -9.521545248E-01 
8.405421068E-02 -3.018018949E-01 6.425869402E-01 -9.692462658E-01 9.544616740E-01 -8.328681039E-01 8.411688540E-01 -7.659110091E-01 8.411688540E-01 -8.328681039E-01 9.544616740E-01 -9.692462658E-01 6.425869402E-01 -3.018018949E-01 -9.533706604E-01 7.662127799E-01 -2.460928200E-01 2.983335596E-01 -5.534715181E-01 5.407725576E-01 -6.429465965E-01 5.407725576E-01 -5.534715181E-01 2.983335596E-01 -2.460928200E-01 7.662127799E-01 -9.533706604E-01 
8.847811651E-02 -2.979825279E-01 6.392320478E-01 -9.682131315E-01 9.531829410E-01 -8.305988308E-01 8.388280615E-01 -7.632917132E-01 8.388280615E-01 -8.305988308E-01 9.531829410E-01 -9.682131315E-01 6.392320478E-01 -2.979825279E-01 -9.545713242E-01 7.690139068E-01 -2.501266315E-01 3.023942476E-01 -5.568712437E-01 5.443964393E-01 -6.460539919E-01 5.443964393E-01 -5.568712437E-01 3.023942476E-01 -2.501266315E-01 7.690139068E-01 -9.545713242E-01 
9.290202233E-02 -2.941589763E-01 6.358644520E-01 -9.671634343E-01 9.518866380E-01 -8.283161438E-01 8.364711794E-01 -7.606603167E-01 8.364711794E-01 -8.283161438E-01 9.518866380E-01 -9.671634343E-01 6.358644520E-01 -2.941589763E-01 -9.557565049E-01 7.718007505E-01 -2.541552501E-01 3.064503685E-01 -5.602609800E-01 5.480109177E-01 -6.491501232E-01 5.480109177E-01 -5.602609800E-01 3.064503685E-01 -2.541552501E-01 7.718007505E-01 -9.557565049E-01 
9.732592816E-02 -2.903313004E-01 6.324842144E-01 -9.660972029E-01 9.505727771E-01 -8.260200884E-01 8.340982433E-01 -7.580168688E-01 8.340982433E-01 -8.260200884E-01 9.505727771E-01 -9.660972029E-01 6.324842144E-01 -2.903313004E-01 -9.569261914E-01 7.745732492E-01 -2.581786094E-01 3.105018444E-01 -5.636406775E-01 5.516159175E-01 -6.522349474E-01 5.516159175E-01 -5.636406775E-01 3.105018444E-01 -2.581786094E-01 7.745732492E-01 -9.569261914E-01 
