0.000000000E+00 -3.311461787E-01 -8.693906924E-01 -2.446219421E-01 -8.693906924E-01 -3.311461787E-01 -8.693906924E-01 -2.446219421E-01 9.435794560E-01 4.941253129E-01 -9.696185384E-01 4.941253129E-01 9.435794560E-01 4.941253129E-01 -9.696185384E-01 
1.772618229E-02 -3.475313154E-01 -8.710475236E-01 -2.373173030E-01 -8.710475236E-01 -3.475313154E-01 -8.710475236E-01 -2.373173030E-01 9.376683661E-01 4.911987505E-01 -9.714321909E-01 4.911987505E-01 9.376683661E-01 4.911987505E-01 -9.714321909E-01 
3.545236459E-02 -3.637858642E-01 -8.726984279E-01 -2.298816700E-01 -8.726984279E-01 -3.637858642E-01 -8.726984279E-01 -2.298816700E-01 9.314825965E-01 4.882596185E-01 -9.732185884E-01 4.882596185E-01 9.314825965E-01 4.882596185E-01 -9.732185884E-01 
5.317854688E-02 -3.799048546E-01 -8.743423529E-01 -2.223149523E-01 -8.743423529E-01 -3.799048546E-01 -8.743423529E-01 -2.223149523E-01 9.250255594E-01 4.853096446E-01 -9.749749047E-01 4.853096446E-01 9.250255594E-01 4.853096446E-01 -9.749749047E-01 
7.090472917E-02 -3.958834699E-01 -8.759782491E-01 -2.146171673E-01 -8.759782491E-01 -3.958834699E-01 -8.759782491E-01 -2.146171673E-01 9.183007474E-01 4.823506073E-01 -9.766982514E-01 4.823506073E-01 9.183007474E-01 4.823506073E-01 -9.766982514E-01 
8.863091146E-02 -4.117170438E-01 -8.776050710E-01 -2.067884437E-01 -8.776050710E-01 -4.117170438E-01 -8.776050710E-01 -2.067884437E-01 9.113117251E-01 4.793843350E-01 -9.783856819E-01 4.793843350E-01 9.113117251E-01 4.793843350E-01 -9.783856819E-01 
1.063570938E-01 -4.274010577E-01 -8.792217787E-01 -1.988290223E-01 -8.792217787E-01 -4.274010577E-01 -8.792217787E-01 -1.988290223E-01 9.040621222E-01 4.764127046E-01 -9.800341947E-01 4.764127046E-01 9.040621222E-01 4.764127046E-01 -9.800341947E-01 
1.240832760E-01 -4.429311380E-01 -8.808273398E-01 -1.907392593E-01 -8.808273398E-01 -4.429311380E-01 -8.808273398E-01 -1.907392593E-01 8.965556269E-01 4.734376398E-01 -9.816407378E-01 4.734376398E-01 8.965556269E-01 4.734376398E-01 -9.816407378E-01 
1.418094583E-01 -4.583030537E-01 -8.824207302E-01 -1.825196283E-01 -8.824207302E-01 -4.583030537E-01 -8.824207302E-01 -1.825196283E-01 8.887959814E-01 4.704611101E-01 -9.832022113E-01 4.704611101E-01 8.887959814E-01 4.704611101E-01 -9.832022113E-01 
1.595356406E-01 -4.735127137E-01 -8.840009360E-01 -1.741707231E-01 -8.840009360E-01 -4.735127137E-01 -8.840009360E-01 -1.741707231E-01 8.807869754E-01 4.674851294E-01 -9.847154727E-01 4.674851294E-01 8.807869754E-01 4.674851294E-01 -9.847154727E-01 
1.772618229E-01 -4.885561629E-01 -8.855669549E-01 -1.656932591E-01 -8.855669549E-01 -4.885561629E-01 -8.855669549E-01 -1.656932591E-01 8.725324420E-01 4.645117538E-01 -9.861773405E-01 4.645117538E-01 8.725324420E-01 4.645117538E-01 -9.861773405E-01 
1.949880052E-01 -5.034295793E-01 -8.871177973E-01 -1.570880753E-01 -8.871177973E-01 -5.034295793E-01 -8.871177973E-01 -1.570880753E-01 8.640362526E-01 4.615430800E-01 -9.875845986E-01 4.615430800E-01 8.640362526E-01 4.615430800E-01 -9.875845986E-01 
2.127141875E-01 -5.181292701E-01 -8.886524877E-01 -1.483561363E-01 -8.886524877E-01 -5.181292701E-01 -8.886524877E-01 -1.483561363E-01 8.553023133E-01 4.585812436E-01 -9.889340017E-01 4.585812436E-01 8.553023133E-01 4.585812436E-01 -9.889340017E-01 
2.304403698E-01 -5.326516682E-01 -8.901700663E-01 -1.394985330E-01 -8.901700663E-01 -5.326516682E-01 -8.901700663E-01 -1.394985330E-01 8.463345606E-01 4.556284165E-01 -9.902222791E-01 4.556284165E-01 8.463345606E-01 4.556284165E-01 -9.902222791E-01 
2.481665521E-01 -5.469933281E-01 -8.916695898E-01 -1.305164843E-01 -8.916695898E-01 -5.469933281E-01 -8.916695898E-01 -1.305164843E-01 8.371369588E-01 4.526868051E-01 -9.914461408E-01 4.526868051E-01 8.371369588E-01 4.526868051E-01 -9.914461408E-01 
2.658927344E-01 -5.611509225E-01 -8.931501327E-01 -1.214113383E-01 -8.931501327E-01 -5.611509225E-01 -8.931501327E-01 -1.214113383E-01 8.277134961E-01 4.497586475E-01 -9.926022817E-01 4.497586475E-01 8.277134961E-01 4.497586475E-01 -9.926022817E-01 
2.836189167E-01 -5.751212379E-01 -8.946107890E-01 -1.121845724E-01 -8.946107890E-01 -5.751212379E-01 -8.946107890E-01 -1.121845724E-01 8.180681829E-01 4.468462115E-01 -9.936873877E-01 4.468462115E-01 8.180681829E-01 4.468462115E-01 -9.936873877E-01 
3.013450990E-01 -5.889011713E-01 -8.960506722E-01 -1.028377941E-01 -8.960506722E-01 -5.889011713E-01 -8.960506722E-01 -1.028377941E-01 8.082050492E-01 4.439517914E-01 -9.946981407E-01 4.439517914E-01 8.082050492E-01 4.439517914E-01 -9.946981407E-01 
3.190712813E-01 -6.024877259E-01 -8.974689173E-01 -9.337274143E-02 -8.974689173E-01 -6.024877259E-01 -8.974689173E-01 -9.337274143E-02 7.981281426E-01 4.410777057E-01 -9.956312240E-01 4.410777057E-01 7.981281426E-01 4.410777057E-01 -9.956312240E-01 
3.367974636E-01 -6.158780076E-01 -8.988646813E-01 -8.379128247E-02 -8.988646813E-01 -6.158780076E-01 -8.988646813E-01 -8.379128247E-02 7.878415274E-01 4.382262939E-01 -9.964833285E-01 4.382262939E-01 7.878415274E-01 4.382262939E-01 -9.964833285E-01 
3.545236459E-01 -6.290692213E-01 -9.002371438E-01 -7.409541533E-02 -9.002371438E-01 -6.290692213E-01 -9.002371438E-01 -7.409541533E-02 7.773492831E-01 4.353999136E-01 -9.972511582E-01 4.353999136E-01 7.773492831E-01 4.353999136E-01 -9.972511582E-01 
3.722498281E-01 -6.420586673E-01 -9.015855083E-01 -6.428726744E-02 -9.015855083E-01 -6.420586673E-01 -9.015855083E-01 -6.428726744E-02 7.666555039E-01 4.326009372E-01 -9.979314357E-01 4.326009372E-01 7.666555039E-01 4.326009372E-01 -9.979314357E-01 
3.899760104E-01 -6.548437380E-01 -9.029090026E-01 -5.436909487E-02 -9.029090026E-01 -6.548437380E-01 -9.029090026E-01 -5.436909487E-02 7.557642975E-01 4.298317490E-01 -9.985209085E-01 4.298317490E-01 7.557642975E-01 4.298317490E-01 -9.985209085E-01 
4.077021927E-01 -6.674219146E-01 -9.042068795E-01 -4.434328096E-02 -9.042068795E-01 -6.674219146E-01 -9.042068795E-01 -4.434328096E-02 7.446797856E-01 4.270947416E-01 -9.990163545E-01 4.270947416E-01 7.446797856E-01 4.270947416E-01 -9.990163545E-01 
4.254283750E-01 -6.797907639E-01 -9.054784174E-01 -3.421233503E-02 -9.054784174E-01 -6.797907639E-01 -9.054784174E-01 -3.421233503E-02 7.334061038E-01 4.243923123E-01 -9.994145882E-01 4.243923123E-01 7.334061038E-01 4.243923123E-01 -9.994145882E-01 
4.431545573E-01 -6.919479358E-01 -9.067229205E-01 -2.397889057E-02 -9.067229205E-01 -6.919479358E-01 -9.067229205E-01 -2.397889057E-02 7.219474016E-01 4.217268600E-01 -9.997124665E-01 4.217268600E-01 7.219474016E-01 4.217268600E-01 -9.997124665E-01 
4.608807396E-01 -7.038911603E-01 -9.079397194E-01 -1.364570345E-02 -9.079397194E-01 -7.038911603E-01 -9.079397194E-01 -1.364570345E-02 7.103078429E-01 4.191007812E-01 -9.999068944E-01 4.191007812E-01 7.103078429E-01 4.191007812E-01 -9.999068944E-01 
4.786069219E-01 -7.156182451E-01 -9.091281714E-01 -3.215649414E-03 -9.091281714E-01 -7.156182451E-01 -9.091281714E-01 -3.215649414E-03 6.984916070E-01 4.165164663E-01 -9.999948311E-01 4.165164663E-01 6.984916070E-01 4.165164663E-01 -9.999948311E-01 
4.963331042E-01 -7.271270736E-01 -9.102876606E-01 7.308278361E-03 -9.102876606E-01 -7.271270736E-01 -9.102876606E-01 7.308278361E-03 6.865028893E-01 4.139762960E-01 -9.999732954E-01 4.139762960E-01 6.865028893E-01 4.139762960E-01 -9.999732954E-01 
5.140592865E-01 -7.384156029E-01 -9.114175978E-01 1.792297199E-02 -9.114175978E-01 -7.384156029E-01 -9.114175978E-01 1.792297199E-02 6.743459025E-01 4.114826373E-01 -9.998393718E-01 4.114826373E-01 6.743459025E-01 4.114826373E-01 -9.998393718E-01 
5.317854688E-01 -7.494818618E-01 -9.125174212E-01 2.862521199E-02 -9.125174212E-01 -7.494818618E-01 -9.125174212E-01 2.862521199E-02 6.620248773E-01 4.090378398E-01 -9.995902157E-01 4.090378398E-01 6.620248773E-01 4.090378398E-01 -9.995902157E-01 
5.495116511E-01 -7.603239496E-01 -9.135865953E-01 3.941167071E-02 -9.135865953E-01 -7.603239496E-01 -9.135865953E-01 3.941167071E-02 6.495440641E-01 4.066442316E-01 -9.992230592E-01 4.066442316E-01 6.495440641E-01 4.066442316E-01 -9.992230592E-01 
5.672378334E-01 -7.709400352E-01 -9.146246118E-01 5.027891590E-02 -9.146246118E-01 -7.709400352E-01 -9.146246118E-01 5.027891590E-02 6.369077344E-01 4.043041152E-01 -9.987352162E-01 4.043041152E-01 6.369077344E-01 4.043041152E-01 -9.987352162E-01 
5.849640157E-01 -7.813283555E-01 -9.156309887E-01 6.122341435E-02 -9.156309887E-01 -7.813283555E-01 -9.156309887E-01 6.122341435E-02 6.241201819E-01 4.020197639E-01 -9.981240879E-01 4.020197639E-01 6.241201819E-01 4.020197639E-01 -9.981240879E-01 
6.026901979E-01 -7.914872151E-01 -9.166052703E-01 7.224153616E-02 -9.166052703E-01 -7.914872151E-01 -9.166052703E-01 7.224153616E-02 6.111857240E-01 3.997934172E-01 -9.973871673E-01 3.997934172E-01 6.111857240E-01 3.997934172E-01 -9.973871673E-01 
6.204163802E-01 -8.014149861E-01 -9.175470267E-01 8.332955893E-02 -9.175470267E-01 -8.014149861E-01 -9.175470267E-01 8.332955893E-02 5.981087036E-01 3.976272775E-01 -9.965220446E-01 3.976272775E-01 5.981087036E-01 3.976272775E-01 -9.965220446E-01 
6.381425625E-01 -8.111101075E-01 -9.184558533E-01 9.448367226E-02 -9.184558533E-01 -8.111101075E-01 -9.184558533E-01 9.448367226E-02 5.848934906E-01 3.955235055E-01 -9.955264115E-01 3.955235055E-01 5.848934906E-01 3.955235055E-01 -9.955264115E-01 
6.558687448E-01 -8.205710855E-01 -9.193313707E-01 1.056999823E-01 -9.193313707E-01 -8.205710855E-01 -9.193313707E-01 1.056999823E-01 5.715444827E-01 3.934842166E-01 -9.943980660E-01 3.934842166E-01 5.715444827E-01 3.934842166E-01 -9.943980660E-01 
6.735949271E-01 -8.297964940E-01 -9.201732237E-01 1.169745168E-01 -9.201732237E-01 -8.297964940E-01 -9.201732237E-01 1.169745168E-01 5.580661078E-01 3.915114765E-01 -9.931349164E-01 3.915114765E-01 5.580661078E-01 3.915114765E-01 -9.931349164E-01 
6.913211094E-01 -8.387849753E-01 -9.209810809E-01 1.283032301E-01 -9.209810809E-01 -8.387849753E-01 -9.209810809E-01 1.283032301E-01 5.444628249E-01 3.896072979E-01 -9.917349850E-01 3.896072979E-01 5.444628249E-01 3.896072979E-01 -9.917349850E-01 
7.090472917E-01 -8.475352403E-01 -9.217546339E-01 1.396820083E-01 -9.217546339E-01 -8.475352403E-01 -9.217546339E-01 1.396820083E-01 5.307391254E-01 3.877736361E-01 -9.901964126E-01 3.877736361E-01 5.307391254E-01 3.877736361E-01 -9.901964126E-01 
7.267734740E-01 -8.560460702E-01 -9.224935968E-01 1.511066743E-01 -9.224935968E-01 -8.560460702E-01 -9.224935968E-01 1.511066743E-01 5.168995345E-01 3.860123855E-01 -9.885174615E-01 3.860123855E-01 5.168995345E-01 3.860123855E-01 -9.885174615E-01 
7.444996563E-01 -8.643163175E-01 -9.231977056E-01 1.625729938E-01 -9.231977056E-01 -8.643163175E-01 -9.231977056E-01 1.625729938E-01 5.029486123E-01 3.843253758E-01 -9.866965188E-01 3.843253758E-01 5.029486123E-01 3.843253758E-01 -9.866965188E-01 
7.622258386E-01 -8.723449076E-01 -9.238667168E-01 1.740766805E-01 -9.238667168E-01 -8.723449076E-01 -9.238667168E-01 1.740766805E-01 4.888909548E-01 3.827143683E-01 -9.847320993E-01 3.827143683E-01 4.888909548E-01 3.827143683E-01 -9.847320993E-01 
7.799520209E-01 -8.801308404E-01 -9.245004075E-01 1.856134018E-01 -9.245004075E-01 -8.801308404E-01 -9.245004075E-01 1.856134018E-01 4.747311949E-01 3.811810525E-01 -9.826228487E-01 3.811810525E-01 4.747311949E-01 3.811810525E-01 -9.826228487E-01 
7.976782032E-01 -8.876731923E-01 -9.250985739E-01 1.971787845E-01 -9.250985739E-01 -8.876731923E-01 -9.250985739E-01 1.971787845E-01 4.604740030E-01 3.797270426E-01 -9.803675455E-01 3.797270426E-01 4.604740030E-01 3.797270426E-01 -9.803675455E-01 
8.154043855E-01 -8.949711180E-01 -9.256610310E-01 2.087684209E-01 -9.256610310E-01 -8.949711180E-01 -9.256610310E-01 2.087684209E-01 4.461240880E-01 3.783538742E-01 -9.779651033E-01 3.783538742E-01 4.461240880E-01 3.783538742E-01 -9.779651033E-01 
8.331305678E-01 -9.020238529E-01 -9.261876116E-01 2.203778742E-01 -9.261876116E-01 -9.020238529E-01 -9.261876116E-01 2.203778742E-01 4.316861971E-01 3.770630011E-01 -9.754145729E-01 3.770630011E-01 4.316861971E-01 3.770630011E-01 -9.754145729E-01 
