0.000000000E+00 -9.995361726E-01 8.771843475E-01 -9.998464280E-01 9.994236094E-01 -9.997838707E-01 5.822198192E-01 -9.877505037E-01 -5.140679338E-01 -7.174601603E-01 -9.985749827E-01 -2.384985539E-01 -3.045388188E-02 -4.801537464E-01 -1.752484025E-02 3.394773621E-02 2.078970913E-02 8.130314152E-01 -1.560414767E-01 8.577494737E-01 -6.965995396E-01 5.336667006E-02 -9.711428502E-01 
2.982884028E-02 -9.995651674E-01 8.801810250E-01 -9.998641500E-01 9.991882206E-01 -9.997805708E-01 5.770036168E-01 -9.874374848E-01 -5.194944767E-01 -7.139517221E-01 -9.988140850E-01 -2.321156988E-01 -2.948686835E-02 -4.746381348E-01 -1.648275220E-02 4.028517974E-02 2.094779852E-02 8.167415883E-01 -1.580101679E-01 8.544738059E-01 -7.001949272E-01 4.868695352E-02 -9.726881793E-01 
5.965768056E-02 -9.995933591E-01 8.831430842E-01 -9.998807494E-01 9.989126466E-01 -9.997774786E-01 5.717638564E-01 -9.871180661E-01 -5.248976275E-01 -7.104148307E-01 -9.990300805E-01 -2.257213275E-01 -2.851518552E-02 -4.691037080E-01 -1.544301115E-02 4.662103239E-02 2.109486463E-02 8.204182402E-01 -1.599935096E-01 8.511653642E-01 -7.037831811E-01 4.403287785E-02 -9.741919086E-01 
8.948652084E-02 -9.996207290E-01 8.860704017E-01 -9.998962316E-01 9.985968960E-01 -9.997745997E-01 5.665007533E-01 -9.867921525E-01 -5.302771432E-01 -7.068494665E-01 -9.992233293E-01 -2.193158595E-01 -2.753902043E-02 -4.635506875E-01 -1.440575330E-02 5.295503720E-02 2.123086744E-02 8.240612194E-01 -1.619915039E-01 8.478243620E-01 -7.073640009E-01 3.940475636E-02 -9.756539077E-01 
1.193153611E-01 -9.996472591E-01 8.889628572E-01 -9.999106026E-01 9.982409811E-01 -9.997719396E-01 5.612145250E-01 -9.864596482E-01 -5.356327832E-01 -7.032556138E-01 -9.993941943E-01 -2.128997142E-01 -2.655855933E-02 -4.579792962E-01 -1.337111353E-02 5.928693749E-02 2.135576785E-02 8.276703777E-01 -1.640041518E-01 8.444510168E-01 -7.109370859E-01 3.480289611E-02 -9.770740540E-01 
1.491442014E-01 -9.996729320E-01 8.918203320E-01 -9.999238688E-01 9.978449156E-01 -9.997695031E-01 5.559053901E-01 -9.861204570E-01 -5.409643085E-01 -6.996332603E-01 -9.995430405E-01 -2.064733104E-01 -2.557398741E-02 -4.523897580E-01 -1.233922545E-02 6.561647674E-02 2.146952717E-02 8.312455684E-01 -1.660314535E-01 8.410455492E-01 -7.145021343E-01 3.022759879E-02 -9.784522312E-01 
1.789730417E-01 -9.996977311E-01 8.946427089E-01 -9.999360374E-01 9.974087154E-01 -9.997672949E-01 5.505735678E-01 -9.857744816E-01 -5.462714813E-01 -6.959823966E-01 -9.996702350E-01 -2.000370664E-01 -2.458548880E-02 -4.467822976E-01 -1.131022137E-02 7.194339857E-02 2.157210704E-02 8.347866461E-01 -1.680734084E-01 8.376081830E-01 -7.180588435E-01 2.567916049E-02 -9.797883291E-01 
2.088018820E-01 -9.997216406E-01 8.974298723E-01 -9.999471159E-01 9.969323974E-01 -9.997653194E-01 5.452192786E-01 -9.854216239E-01 -5.515540652E-01 -6.923030166E-01 -9.997761462E-01 -1.935913993E-01 -2.359324654E-02 -4.411571404E-01 -1.028423238E-02 7.826744674E-02 2.166346949E-02 8.382934669E-01 -1.701300157E-01 8.341391447E-01 -7.216069100E-01 2.115787200E-02 -9.810822434E-01 
2.386307222E-01 -9.997446452E-01 9.001817081E-01 -9.999571124E-01 9.964159809E-01 -9.997635804E-01 5.398427437E-01 -9.850617851E-01 -5.568118256E-01 -6.885951173E-01 -9.998611447E-01 -1.871367256E-01 -2.259744254E-02 -4.355145127E-01 -9.261388219E-03 8.458836518E-02 2.174357690E-02 8.417658882E-01 -1.722012736E-01 8.306386644E-01 -7.251460294E-01 1.666401829E-02 -9.823338762E-01 
2.684595625E-01 -9.997667304E-01 9.028981038E-01 -9.999660356E-01 9.958594862E-01 -9.997620814E-01 5.344441854E-01 -9.846948655E-01 -5.620445290E-01 -6.848586989E-01 -9.999256022E-01 -1.806734607E-01 -2.159825765E-02 -4.298546414E-01 -8.241817437E-03 9.090589802E-02 2.181239196E-02 8.452037691E-01 -1.742871796E-01 8.271069746E-01 -7.286758965E-01 1.219787908E-02 -9.835431353E-01 
2.982884028E-01 -9.997878825E-01 9.055789483E-01 -9.999738947E-01 9.952629357E-01 -9.997608255E-01 5.290238267E-01 -9.843207646E-01 -5.672519435E-01 -6.810937646E-01 -9.999698919E-01 -1.742020188E-01 -2.059587160E-02 -4.241777540E-01 -7.225647299E-03 9.721978954E-02 2.186987773E-02 8.486069699E-01 -1.763877308E-01 8.235443112E-01 -7.321962056E-01 7.759728454E-03 -9.847099345E-01 
3.281172431E-01 -9.998080884E-01 9.082241321E-01 -9.999806991E-01 9.946263532E-01 -9.997598156E-01 5.235818918E-01 -9.839393811E-01 -5.724338391E-01 -6.773003209E-01 -9.999943883E-01 -1.677228128E-01 -1.959046299E-02 -4.184840792E-01 -6.213003816E-03 1.035297842E-01 2.191599759E-02 8.519753525E-01 -1.785029233E-01 8.199509131E-01 -7.357066501E-01 3.349834930E-03 -9.858341932E-01 
3.579460834E-01 -9.998273358E-01 9.108335474E-01 -9.999864590E-01 9.939497642E-01 -9.997590539E-01 5.181186056E-01 -9.835506128E-01 -5.775899869E-01 -6.734783775E-01 -9.999994669E-01 -1.612362542E-01 -1.858220926E-02 -4.127738458E-01 -5.204011764E-03 1.098356268E-01 2.195071521E-02 8.553087801E-01 -1.806327527E-01 8.163270221E-01 -7.392069229E-01 -1.031538518E-03 -9.869158367E-01 
3.877749237E-01 -9.998456130E-01 9.134070876E-01 -9.999911850E-01 9.932331960E-01 -9.997585425E-01 5.126341938E-01 -9.831543569E-01 -5.827201600E-01 -6.696279473E-01 -9.999855044E-01 -1.547427531E-01 -1.757128677E-02 -4.070472836E-01 -4.198794666E-03 1.161370622E-01 2.197399461E-02 8.586071175E-01 -1.827772137E-01 8.126728833E-01 -7.426967161E-01 -5.384134488E-03 -9.879547959E-01 
4.176037639E-01 -9.998629090E-01 9.159446481E-01 -9.999948880E-01 9.924766772E-01 -9.997582830E-01 5.071288832E-01 -9.827505096E-01 -5.878241330E-01 -6.657490463E-01 -9.999528781E-01 -1.482427181E-01 -1.655787069E-02 -4.013046231E-01 -3.197474808E-03 1.224338356E-01 2.198580008E-02 8.618702308E-01 -1.849363005E-01 8.089887445E-01 -7.461757215E-01 -9.707701186E-03 -9.889510074E-01 
4.474326042E-01 -9.998792137E-01 9.184461255E-01 -9.999975796E-01 9.916802384E-01 -9.997582765E-01 5.016029012E-01 -9.823389664E-01 -5.929016823E-01 -6.618416938E-01 -9.999019662E-01 -1.417365558E-01 -1.554213501E-02 -3.955460953E-01 -2.200173235E-03 1.287256922E-01 2.198609623E-02 8.650979878E-01 -1.871100064E-01 8.052748570E-01 -7.496436302E-01 -1.400199245E-02 -9.899044131E-01 
4.772614445E-01 -9.998945175E-01 9.209114181E-01 -9.999992715E-01 9.908439114E-01 -9.997585238E-01 4.960564765E-01 -9.819196220E-01 -5.979525860E-01 -6.579059125E-01 -9.998331476E-01 -1.352246715E-01 -1.452425258E-02 -3.897719320E-01 -1.207009749E-03 1.350123779E-01 2.197484796E-02 8.682902575E-01 -1.892983240E-01 8.015314748E-01 -7.531001330E-01 -1.826676775E-02 -9.908149609E-01 
5.070902848E-01 -9.999088115E-01 9.233404259E-01 -9.999999762E-01 9.899677302E-01 -9.997590253E-01 4.904898381E-01 -9.814923702E-01 -6.029766241E-01 -6.539417282E-01 -9.997468016E-01 -1.287074683E-01 -1.350439505E-02 -3.839823654E-01 -2.181029198E-04 1.412936383E-01 2.195202043E-02 8.714469105E-01 -1.915012450E-01 7.977588552E-01 -7.565449202E-01 -2.250179220E-02 -9.916826035E-01 
5.369191251E-01 -9.999220876E-01 9.257330503E-01 -9.999997062E-01 9.890517299E-01 -9.997597809E-01 4.849032163E-01 -9.810571040E-01 -6.079735782E-01 -6.499491699E-01 -9.996433078E-01 -1.221853474E-01 -1.248273287E-02 -3.781776284E-01 7.664299212E-04 1.475692198E-01 2.191757911E-02 8.745678190E-01 -1.937187604E-01 7.939572585E-01 -7.599776816E-01 -2.670683659E-02 -9.925072994E-01 
5.667479653E-01 -9.999343385E-01 9.280891944E-01 -9.999984749E-01 9.880959476E-01 -9.997607903E-01 4.792968420E-01 -9.806137159E-01 -6.129432322E-01 -6.459282703E-01 -9.995230463E-01 -1.156587080E-01 -1.145943529E-02 -3.723579547E-01 1.746472659E-03 1.538388687E-01 2.187148973E-02 8.776528565E-01 -1.959508604E-01 7.901269481E-01 -7.633981070E-01 -3.088167735E-02 -9.932890122E-01 
5.965768056E-01 -9.999455573E-01 9.304087628E-01 -9.999962956E-01 9.871004217E-01 -9.997620525E-01 4.736709470E-01 -9.801620973E-01 -6.178853716E-01 -6.418790648E-01 -9.993863971E-01 -1.091279472E-01 -1.043467036E-02 -3.665235782E-01 2.721910414E-03 1.601023318E-01 2.181371826E-02 8.807018980E-01 -1.981975345E-01 7.862681907E-01 -7.668058856E-01 -3.502609658E-02 -9.940277107E-01 
