0.000000000E+00 -4.287989348E-01 -3.711133492E-01 -4.287989348E-01 -3.711133492E-01 -4.287989348E-01 -3.711133492E-01 -4.287989348E-01 -3.711133492E-01 -4.287989348E-01 -3.711133492E-01 -4.287989348E-01 -3.711133492E-01 -4.287989348E-01 -3.711133492E-01 -4.287989348E-01 -3.711133492E-01 -4.287989348E-01 -3.711133492E-01 -4.287989348E-01 9.033999525E-01 -9.285875831E-01 9.033999525E-01 -9.285875831E-01 9.033999525E-01 -9.285875831E-01 9.033999525E-01 -9.285875831E-01 9.033999525E-01 -9.285875831E-01 9.033999525E-01 -9.285875831E-01 9.033999525E-01 -9.285875831E-01 9.033999525E-01 -9.285875831E-01 9.033999525E-01 -9.285875831E-01 9.033999525E-01 
1.370240270E-02 -4.409431943E-01 -3.618413672E-01 -4.409431943E-01 -3.618413672E-01 -4.409431943E-01 -3.618413672E-01 -4.409431943E-01 -3.618413672E-01 -4.409431943E-01 -3.618413672E-01 -4.409431943E-01 -3.618413672E-01 -4.409431943E-01 -3.618413672E-01 -4.409431943E-01 -3.618413672E-01 -4.409431943E-01 -3.618413672E-01 -4.409431943E-01 8.975350107E-01 -9.322396898E-01 8.975350107E-01 -9.322396898E-01 8.975350107E-01 -9.322396898E-01 8.975350107E-01 -9.322396898E-01 8.975350107E-01 -9.322396898E-01 8.975350107E-01 -9.322396898E-01 8.975350107E-01 -9.322396898E-01 8.975350107E-01 -9.322396898E-01 8.975350107E-01 -9.322396898E-01 8.975350107E-01 
2.740480541E-02 -4.529927549E-01 -3.524650084E-01 -4.529927549E-01 -3.524650084E-01 -4.529927549E-01 -3.524650084E-01 -4.529927549E-01 -3.524650084E-01 -4.529927549E-01 -3.524650084E-01 -4.529927549E-01 -3.524650084E-01 -4.529927549E-01 -3.524650084E-01 -4.529927549E-01 -3.524650084E-01 -4.529927549E-01 -3.524650084E-01 -4.529927549E-01 8.915141964E-01 -9.358250006E-01 8.915141964E-01 -9.358250006E-01 8.915141964E-01 -9.358250006E-01 8.915141964E-01 -9.358250006E-01 8.915141964E-01 -9.358250006E-01 8.915141964E-01 -9.358250006E-01 8.915141964E-01 -9.358250006E-01 8.915141964E-01 -9.358250006E-01 8.915141964E-01 -9.358250006E-01 8.915141964E-01 
4.110720811E-02 -4.649450446E-01 -3.429846272E-01 -4.649450446E-01 -3.429846272E-01 -4.649450446E-01 -3.429846272E-01 -4.649450446E-01 -3.429846272E-01 -4.649450446E-01 -3.429846272E-01 -4.649450446E-01 -3.429846272E-01 -4.649450446E-01 -3.429846272E-01 -4.649450446E-01 -3.429846272E-01 -4.649450446E-01 -3.429846272E-01 -4.649450446E-01 8.853395430E-01 -9.393410239E-01 8.853395430E-01 -9.393410239E-01 8.853395430E-01 -9.393410239E-01 8.853395430E-01 -9.393410239E-01 8.853395430E-01 -9.393410239E-01 8.853395430E-01 -9.393410239E-01 8.853395430E-01 -9.393410239E-01 8.853395430E-01 -9.393410239E-01 8.853395430E-01 -9.393410239E-01 8.853395430E-01 
5.480961082E-02 -4.767975279E-01 -3.334006452E-01 -4.767975279E-01 -3.334006452E-01 -4.767975279E-01 -3.334006452E-01 -4.767975279E-01 -3.334006452E-01 -4.767975279E-01 -3.334006452E-01 -4.767975279E-01 -3.334006452E-01 -4.767975279E-01 -3.334006452E-01 -4.767975279E-01 -3.334006452E-01 -4.767975279E-01 -3.334006452E-01 -4.767975279E-01 8.790131511E-01 -9.427852477E-01 8.790131511E-01 -9.427852477E-01 8.790131511E-01 -9.427852477E-01 8.790131511E-01 -9.427852477E-01 8.790131511E-01 -9.427852477E-01 8.790131511E-01 -9.427852477E-01 8.790131511E-01 -9.427852477E-01 8.790131511E-01 -9.427852477E-01 8.790131511E-01 -9.427852477E-01 8.790131511E-01 
6.851201352E-02 -4.885477065E-01 -3.237135511E-01 -4.885477065E-01 -3.237135511E-01 -4.885477065E-01 -3.237135511E-01 -4.885477065E-01 -3.237135511E-01 -4.885477065E-01 -3.237135511E-01 -4.885477065E-01 -3.237135511E-01 -4.885477065E-01 -3.237135511E-01 -4.885477065E-01 -3.237135511E-01 -4.885477065E-01 -3.237135511E-01 -4.885477065E-01 8.725371862E-01 -9.461551407E-01 8.725371862E-01 -9.461551407E-01 8.725371862E-01 -9.461551407E-01 8.725371862E-01 -9.461551407E-01 8.725371862E-01 -9.461551407E-01 8.725371862E-01 -9.461551407E-01 8.725371862E-01 -9.461551407E-01 8.725371862E-01 -9.461551407E-01 8.725371862E-01 -9.461551407E-01 8.725371862E-01 
8.221441623E-02 -5.001931214E-01 -3.139239022E-01 -5.001931214E-01 -3.139239022E-01 -5.001931214E-01 -3.139239022E-01 -5.001931214E-01 -3.139239022E-01 -5.001931214E-01 -3.139239022E-01 -5.001931214E-01 -3.139239022E-01 -5.001931214E-01 -3.139239022E-01 -5.001931214E-01 -3.139239022E-01 -5.001931214E-01 -3.139239022E-01 -5.001931214E-01 8.659138779E-01 -9.494481540E-01 8.659138779E-01 -9.494481540E-01 8.659138779E-01 -9.494481540E-01 8.659138779E-01 -9.494481540E-01 8.659138779E-01 -9.494481540E-01 8.659138779E-01 -9.494481540E-01 8.659138779E-01 -9.494481540E-01 8.659138779E-01 -9.494481540E-01 8.659138779E-01 -9.494481540E-01 8.659138779E-01 
9.591681893E-02 -5.117313542E-01 -3.040323247E-01 -5.117313542E-01 -3.040323247E-01 -5.117313542E-01 -3.040323247E-01 -5.117313542E-01 -3.040323247E-01 -5.117313542E-01 -3.040323247E-01 -5.117313542E-01 -3.040323247E-01 -5.117313542E-01 -3.040323247E-01 -5.117313542E-01 -3.040323247E-01 -5.117313542E-01 -3.040323247E-01 -5.117313542E-01 8.591455195E-01 -9.526617233E-01 8.591455195E-01 -9.526617233E-01 8.591455195E-01 -9.526617233E-01 8.591455195E-01 -9.526617233E-01 8.591455195E-01 -9.526617233E-01 8.591455195E-01 -9.526617233E-01 8.591455195E-01 -9.526617233E-01 8.591455195E-01 -9.526617233E-01 8.591455195E-01 -9.526617233E-01 8.591455195E-01 
1.096192216E-01 -5.231600299E-01 -2.940395152E-01 -5.231600299E-01 -2.940395152E-01 -5.231600299E-01 -2.940395152E-01 -5.231600299E-01 -2.940395152E-01 -5.231600299E-01 -2.940395152E-01 -5.231600299E-01 -2.940395152E-01 -5.231600299E-01 -2.940395152E-01 -5.231600299E-01 -2.940395152E-01 -5.231600299E-01 -2.940395152E-01 -5.231600299E-01 8.522344664E-01 -9.557932710E-01 8.522344664E-01 -9.557932710E-01 8.522344664E-01 -9.557932710E-01 8.522344664E-01 -9.557932710E-01 8.522344664E-01 -9.557932710E-01 8.522344664E-01 -9.557932710E-01 8.522344664E-01 -9.557932710E-01 8.522344664E-01 -9.557932710E-01 8.522344664E-01 -9.557932710E-01 8.522344664E-01 
1.233216243E-01 -5.344768181E-01 -2.839462413E-01 -5.344768181E-01 -2.839462413E-01 -5.344768181E-01 -2.839462413E-01 -5.344768181E-01 -2.839462413E-01 -5.344768181E-01 -2.839462413E-01 -5.344768181E-01 -2.839462413E-01 -5.344768181E-01 -2.839462413E-01 -5.344768181E-01 -2.839462413E-01 -5.344768181E-01 -2.839462413E-01 -5.344768181E-01 8.451831361E-01 -9.588402085E-01 8.451831361E-01 -9.588402085E-01 8.451831361E-01 -9.588402085E-01 8.451831361E-01 -9.588402085E-01 8.451831361E-01 -9.588402085E-01 8.451831361E-01 -9.588402085E-01 8.451831361E-01 -9.588402085E-01 8.451831361E-01 -9.588402085E-01 8.451831361E-01 -9.588402085E-01 8.451831361E-01 
