0.000000000E+00 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 -3.693650394E-01 -4.311065019E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 -9.292843941E-01 9.023010499E-01 
1.370233116E-02 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 -3.600733098E-01 -4.432329586E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 -9.329240192E-01 8.964064593E-01 
2.740466231E-02 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 -3.506772672E-01 -4.552642279E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 -9.364963791E-01 8.903563787E-01 
4.110699347E-02 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 -3.411772781E-01 -4.671977444E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 -9.399989779E-01 8.841528536E-01 
5.480932463E-02 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 -3.315737768E-01 -4.790309794E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 -9.434292999E-01 8.777979968E-01 
6.851165578E-02 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 -3.218672646E-01 -4.907614421E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 -9.467848105E-01 8.712939858E-01 
8.221398694E-02 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 -3.120583119E-01 -5.023866808E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 -9.500629576E-01 8.646430625E-01 
9.591631809E-02 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 -3.021475582E-01 -5.139042854E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 -9.532611743E-01 8.578475319E-01 
1.096186493E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 -2.921357133E-01 -5.253118892E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 -9.563768809E-01 8.509097612E-01 
1.233209804E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 -2.820235587E-01 -5.366071706E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 -9.594074867E-01 8.438321794E-01 
