0.000000000E+00 -9.683629441E-01 -6.177582978E-01 -9.852776593E-01 3.977219119E-02 -8.555316281E-01 3.977219119E-02 -9.852776593E-01 -6.177582978E-01 -9.683629441E-01 2.495459789E-01 -7.863680309E-01 -1.709617965E-01 -9.992087769E-01 -5.177505609E-01 -9.992087769E-01 -1.709617965E-01 -7.863680309E-01 2.495459789E-01 
1.990281421E-02 -9.715163543E-01 -6.036558329E-01 -9.845382106E-01 5.642737982E-02 -8.595132181E-01 5.642737982E-02 -9.845382106E-01 -6.036558329E-01 -9.715163543E-01 2.369724896E-01 -7.972450244E-01 -1.751699566E-01 -9.984067089E-01 -5.111135263E-01 -9.984067089E-01 -1.751699566E-01 -7.972450244E-01 2.369724896E-01 
3.980562843E-02 -9.744448125E-01 -5.893358401E-01 -9.838465499E-01 7.312577079E-02 -8.636016537E-01 7.312577079E-02 -9.838465499E-01 -5.893358401E-01 -9.744448125E-01 2.246270140E-01 -8.078881489E-01 -1.790138770E-01 -9.973227296E-01 -5.041747635E-01 -9.973227296E-01 -1.790138770E-01 -8.078881489E-01 2.246270140E-01 
5.970844264E-02 -9.771564549E-01 -5.748036316E-01 -9.832069305E-01 8.986543289E-02 -8.677859177E-01 8.986543289E-02 -9.832069305E-01 -5.748036316E-01 -9.771564549E-01 2.125211777E-01 -8.182913778E-01 -1.824942017E-01 -9.959539192E-01 -4.969382350E-01 -9.959539192E-01 -1.824942017E-01 -8.182913778E-01 2.125211777E-01 
7.961125686E-02 -9.796596702E-01 -5.600646031E-01 -9.826231410E-01 1.066441717E-01 -8.720548100E-01 1.066441717E-01 -9.826231410E-01 -5.600646031E-01 -9.796596702E-01 2.006661862E-01 -8.284489327E-01 -1.856118645E-01 -9.942972523E-01 -4.894082320E-01 -9.942972523E-01 -1.856118645E-01 -8.284489327E-01 2.006661862E-01 
9.951407107E-02 -9.819630656E-01 -5.451242196E-01 -9.820985010E-01 1.234595110E-01 -8.763969799E-01 1.234595110E-01 -9.820985010E-01 -5.451242196E-01 -9.819630656E-01 1.890728026E-01 -8.383552820E-01 -1.883680858E-01 -9.923496132E-01 -4.815893933E-01 -9.923496132E-01 -1.883680858E-01 -8.383552820E-01 1.890728026E-01 
1.194168853E-01 -9.840754303E-01 -5.299880015E-01 -9.816358577E-01 1.403086745E-01 -8.808009606E-01 1.403086745E-01 -9.816358577E-01 -5.299880015E-01 -9.840754303E-01 1.777513258E-01 -8.480051367E-01 -1.907643684E-01 -9.901078132E-01 -4.734867248E-01 -9.901078132E-01 -1.907643684E-01 -8.480051367E-01 1.777513258E-01 
1.393196995E-01 -9.860056987E-01 -5.146615122E-01 -9.812375854E-01 1.571885688E-01 -8.852552045E-01 1.571885688E-01 -9.812375854E-01 -5.146615122E-01 -9.860056987E-01 1.667115716E-01 -8.573934461E-01 -1.928024957E-01 -9.875686102E-01 -4.651056161E-01 -9.875686102E-01 -1.928024957E-01 -8.573934461E-01 1.667115716E-01 
1.592225137E-01 -9.877629138E-01 -4.991503471E-01 -9.809055863E-01 1.740957698E-01 -8.897481187E-01 1.740957698E-01 -9.809055863E-01 -4.991503471E-01 -9.877629138E-01 1.559628565E-01 -8.665153921E-01 -1.944845294E-01 -9.847287286E-01 -4.564518552E-01 -9.847287286E-01 -1.944845294E-01 -8.665153921E-01 1.559628565E-01 
1.791253279E-01 -9.893561886E-01 -4.834601230E-01 -9.806412931E-01 1.910265088E-01 -8.942681032E-01 1.910265088E-01 -9.806412931E-01 -4.834601230E-01 -9.893561886E-01 1.455139828E-01 -8.753663825E-01 -1.958128081E-01 -9.815848811E-01 -4.475316413E-01 -9.815848811E-01 -1.958128081E-01 -8.753663825E-01 1.455139828E-01 
