0.000000000E+00 -7.372468981E-01 -5.862398572E-02 -7.372468981E-01 -5.862398572E-02 -7.372468981E-01 -5.862398572E-02 -7.372468981E-01 -5.862398572E-02 -7.372468981E-01 -5.862398572E-02 -7.372468981E-01 -5.862398572E-02 -7.372468981E-01 -5.862398572E-02 -7.372468981E-01 -5.862398572E-02 -7.372468981E-01 6.756234146E-01 -9.982801405E-01 6.756234146E-01 -9.982801405E-01 6.756234146E-01 -9.982801405E-01 6.756234146E-01 -9.982801405E-01 6.756234146E-01 -9.982801405E-01 6.756234146E-01 -9.982801405E-01 6.756234146E-01 -9.982801405E-01 6.756234146E-01 -9.982801405E-01 6.756234146E-01 
1.370247425E-02 -7.457240574E-01 -4.670796674E-02 -7.457240574E-01 -4.670796674E-02 -7.457240574E-01 -4.670796674E-02 -7.457240574E-01 -4.670796674E-02 -7.457240574E-01 -4.670796674E-02 -7.457240574E-01 -4.670796674E-02 -7.457240574E-01 -4.670796674E-02 -7.457240574E-01 -4.670796674E-02 -7.457240574E-01 6.662549184E-01 -9.989085916E-01 6.662549184E-01 -9.989085916E-01 6.662549184E-01 -9.989085916E-01 6.662549184E-01 -9.989085916E-01 6.662549184E-01 -9.989085916E-01 6.662549184E-01 -9.989085916E-01 6.662549184E-01 -9.989085916E-01 6.662549184E-01 -9.989085916E-01 6.662549184E-01 
2.740494851E-02 -7.540530313E-01 -3.472827914E-02 -7.540530313E-01 -3.472827914E-02 -7.540530313E-01 -3.472827914E-02 -7.540530313E-01 -3.472827914E-02 -7.540530313E-01 -3.472827914E-02 -7.540530313E-01 -3.472827914E-02 -7.540530313E-01 -3.472827914E-02 -7.540530313E-01 -3.472827914E-02 -7.540530313E-01 6.568135296E-01 -9.993967954E-01 6.568135296E-01 -9.993967954E-01 6.568135296E-01 -9.993967954E-01 6.568135296E-01 -9.993967954E-01 6.568135296E-01 -9.993967954E-01 6.568135296E-01 -9.993967954E-01 6.568135296E-01 -9.993967954E-01 6.568135296E-01 -9.993967954E-01 6.568135296E-01 
4.110742276E-02 -7.622330560E-01 -2.268742927E-02 -7.622330560E-01 -2.268742927E-02 -7.622330560E-01 -2.268742927E-02 -7.622330560E-01 -2.268742927E-02 -7.622330560E-01 -2.268742927E-02 -7.622330560E-01 -2.268742927E-02 -7.622330560E-01 -2.268742927E-02 -7.622330560E-01 -2.268742927E-02 -7.622330560E-01 6.473026768E-01 -9.997426110E-01 6.473026768E-01 -9.997426110E-01 6.473026768E-01 -9.997426110E-01 6.473026768E-01 -9.997426110E-01 6.473026768E-01 -9.997426110E-01 6.473026768E-01 -9.997426110E-01 6.473026768E-01 -9.997426110E-01 6.473026768E-01 -9.997426110E-01 6.473026768E-01 
5.480989701E-02 -7.702634514E-01 -1.058799058E-02 -7.702634514E-01 -1.058799058E-02 -7.702634514E-01 -1.058799058E-02 -7.702634514E-01 -1.058799058E-02 -7.702634514E-01 -1.058799058E-02 -7.702634514E-01 -1.058799058E-02 -7.702634514E-01 -1.058799058E-02 -7.702634514E-01 -1.058799058E-02 -7.702634514E-01 6.377258053E-01 -9.999439495E-01 6.377258053E-01 -9.999439495E-01 6.377258053E-01 -9.999439495E-01 6.377258053E-01 -9.999439495E-01 6.377258053E-01 -9.999439495E-01 6.377258053E-01 -9.999439495E-01 6.377258053E-01 -9.999439495E-01 6.377258053E-01 -9.999439495E-01 6.377258053E-01 
6.851237127E-02 -7.781436214E-01 1.567398912E-03 -7.781436214E-01 1.567398912E-03 -7.781436214E-01 1.567398912E-03 -7.781436214E-01 1.567398912E-03 -7.781436214E-01 1.567398912E-03 -7.781436214E-01 1.567398912E-03 -7.781436214E-01 1.567398912E-03 -7.781436214E-01 1.567398912E-03 -7.781436214E-01 6.280863730E-01 -9.999987754E-01 6.280863730E-01 -9.999987754E-01 6.280863730E-01 -9.999987754E-01 6.280863730E-01 -9.999987754E-01 6.280863730E-01 -9.999987754E-01 6.280863730E-01 -9.999987754E-01 6.280863730E-01 -9.999987754E-01 6.280863730E-01 -9.999987754E-01 6.280863730E-01 
8.221484552E-02 -7.858730544E-01 1.377603827E-02 -7.858730544E-01 1.377603827E-02 -7.858730544E-01 1.377603827E-02 -7.858730544E-01 1.377603827E-02 -7.858730544E-01 1.377603827E-02 -7.858730544E-01 1.377603827E-02 -7.858730544E-01 1.377603827E-02 -7.858730544E-01 1.377603827E-02 -7.858730544E-01 6.183878476E-01 -9.999051098E-01 6.183878476E-01 -9.999051098E-01 6.183878476E-01 -9.999051098E-01 6.183878476E-01 -9.999051098E-01 6.183878476E-01 -9.999051098E-01 6.183878476E-01 -9.999051098E-01 6.183878476E-01 -9.999051098E-01 6.183878476E-01 -9.999051098E-01 6.183878476E-01 
9.591731977E-02 -7.934513233E-01 2.603516535E-02 -7.934513233E-01 2.603516535E-02 -7.934513233E-01 2.603516535E-02 -7.934513233E-01 2.603516535E-02 -7.934513233E-01 2.603516535E-02 -7.934513233E-01 2.603516535E-02 -7.934513233E-01 2.603516535E-02 -7.934513233E-01 2.603516535E-02 -7.934513233E-01 6.086337037E-01 -9.996610317E-01 6.086337037E-01 -9.996610317E-01 6.086337037E-01 -9.996610317E-01 6.086337037E-01 -9.996610317E-01 6.086337037E-01 -9.996610317E-01 6.086337037E-01 -9.996610317E-01 6.086337037E-01 -9.996610317E-01 6.086337037E-01 -9.996610317E-01 6.086337037E-01 
1.096197940E-01 -8.008780860E-01 3.834195876E-02 -8.008780860E-01 3.834195876E-02 -8.008780860E-01 3.834195876E-02 -8.008780860E-01 3.834195876E-02 -8.008780860E-01 3.834195876E-02 -8.008780860E-01 3.834195876E-02 -8.008780860E-01 3.834195876E-02 -8.008780860E-01 3.834195876E-02 -8.008780860E-01 5.988274200E-01 -9.992646809E-01 5.988274200E-01 -9.992646809E-01 5.988274200E-01 -9.992646809E-01 5.988274200E-01 -9.992646809E-01 5.988274200E-01 -9.992646809E-01 5.988274200E-01 -9.992646809E-01 5.988274200E-01 -9.992646809E-01 5.988274200E-01 -9.992646809E-01 5.988274200E-01 
1.233222683E-01 -8.081530857E-01 5.069354003E-02 -8.081530857E-01 5.069354003E-02 -8.081530857E-01 5.069354003E-02 -8.081530857E-01 5.069354003E-02 -8.081530857E-01 5.069354003E-02 -8.081530857E-01 5.069354003E-02 -8.081530857E-01 5.069354003E-02 -8.081530857E-01 5.069354003E-02 -8.081530857E-01 5.889724763E-01 -9.987142601E-01 5.889724763E-01 -9.987142601E-01 5.889724763E-01 -9.987142601E-01 5.889724763E-01 -9.987142601E-01 5.889724763E-01 -9.987142601E-01 5.889724763E-01 -9.987142601E-01 5.889724763E-01 -9.987142601E-01 5.889724763E-01 -9.987142601E-01 5.889724763E-01 
