0.000000000E+00 -7.851942345E-01 4.848788619E-01 -7.851942345E-01 4.848788619E-01 -7.851942345E-01 4.848788619E-01 -7.851942345E-01 4.848788619E-01 -7.851942345E-01 4.848788619E-01 -7.851942345E-01 4.848788619E-01 -7.851942345E-01 4.848788619E-01 -7.851942345E-01 -6.192495552E-01 8.745813240E-01 -6.192495552E-01 8.745813240E-01 -6.192495552E-01 8.745813240E-01 -6.192495552E-01 8.745813240E-01 -6.192495552E-01 8.745813240E-01 -6.192495552E-01 8.745813240E-01 -6.192495552E-01 8.745813240E-01 -6.192495552E-01 
1.370247425E-02 -7.817838722E-01 4.729296053E-01 -7.817838722E-01 4.729296053E-01 -7.817838722E-01 4.729296053E-01 -7.817838722E-01 4.729296053E-01 -7.817838722E-01 4.729296053E-01 -7.817838722E-01 4.729296053E-01 -7.817838722E-01 4.729296053E-01 -7.817838722E-01 -6.235494959E-01 8.811002137E-01 -6.235494959E-01 8.811002137E-01 -6.235494959E-01 8.811002137E-01 -6.235494959E-01 8.811002137E-01 -6.235494959E-01 8.811002137E-01 -6.235494959E-01 8.811002137E-01 -6.235494959E-01 8.811002137E-01 -6.235494959E-01 
2.740494851E-02 -7.783217261E-01 4.608896969E-01 -7.783217261E-01 4.608896969E-01 -7.783217261E-01 4.608896969E-01 -7.783217261E-01 4.608896969E-01 -7.783217261E-01 4.608896969E-01 -7.783217261E-01 4.608896969E-01 -7.783217261E-01 4.608896969E-01 -7.783217261E-01 -6.278656595E-01 8.874574283E-01 -6.278656595E-01 8.874574283E-01 -6.278656595E-01 8.874574283E-01 -6.278656595E-01 8.874574283E-01 -6.278656595E-01 8.874574283E-01 -6.278656595E-01 8.874574283E-01 -6.278656595E-01 8.874574283E-01 -6.278656595E-01 
4.110742276E-02 -7.748068304E-01 4.487612949E-01 -7.748068304E-01 4.487612949E-01 -7.748068304E-01 4.487612949E-01 -7.748068304E-01 4.487612949E-01 -7.748068304E-01 4.487612949E-01 -7.748068304E-01 4.487612949E-01 -7.748068304E-01 4.487612949E-01 -7.748068304E-01 -6.321980467E-01 8.936516669E-01 -6.321980467E-01 8.936516669E-01 -6.321980467E-01 8.936516669E-01 -6.321980467E-01 8.936516669E-01 -6.321980467E-01 8.936516669E-01 -6.321980467E-01 8.936516669E-01 -6.321980467E-01 8.936516669E-01 -6.321980467E-01 
5.480989701E-02 -7.712382117E-01 4.365465812E-01 -7.712382117E-01 4.365465812E-01 -7.712382117E-01 4.365465812E-01 -7.712382117E-01 4.365465812E-01 -7.712382117E-01 4.365465812E-01 -7.712382117E-01 4.365465812E-01 -7.712382117E-01 4.365465812E-01 -7.712382117E-01 -6.365466322E-01 8.996816576E-01 -6.365466322E-01 8.996816576E-01 -6.365466322E-01 8.996816576E-01 -6.365466322E-01 8.996816576E-01 -6.365466322E-01 8.996816576E-01 -6.365466322E-01 8.996816576E-01 -6.365466322E-01 8.996816576E-01 -6.365466322E-01 
6.851237127E-02 -7.676148883E-01 4.242477605E-01 -7.676148883E-01 4.242477605E-01 -7.676148883E-01 4.242477605E-01 -7.676148883E-01 4.242477605E-01 -7.676148883E-01 4.242477605E-01 -7.676148883E-01 4.242477605E-01 -7.676148883E-01 4.242477605E-01 -7.676148883E-01 -6.409113645E-01 9.055461561E-01 -6.409113645E-01 9.055461561E-01 -6.409113645E-01 9.055461561E-01 -6.409113645E-01 9.055461561E-01 -6.409113645E-01 9.055461561E-01 -6.409113645E-01 9.055461561E-01 -6.409113645E-01 9.055461561E-01 -6.409113645E-01 
8.221484552E-02 -7.639358709E-01 4.118670596E-01 -7.639358709E-01 4.118670596E-01 -7.639358709E-01 4.118670596E-01 -7.639358709E-01 4.118670596E-01 -7.639358709E-01 4.118670596E-01 -7.639358709E-01 4.118670596E-01 -7.639358709E-01 4.118670596E-01 -7.639358709E-01 -6.452921658E-01 9.112439456E-01 -6.452921658E-01 9.112439456E-01 -6.452921658E-01 9.112439456E-01 -6.452921658E-01 9.112439456E-01 -6.452921658E-01 9.112439456E-01 -6.452921658E-01 9.112439456E-01 -6.452921658E-01 9.112439456E-01 -6.452921658E-01 
9.591731977E-02 -7.602001622E-01 3.994067274E-01 -7.602001622E-01 3.994067274E-01 -7.602001622E-01 3.994067274E-01 -7.602001622E-01 3.994067274E-01 -7.602001622E-01 3.994067274E-01 -7.602001622E-01 3.994067274E-01 -7.602001622E-01 3.994067274E-01 -7.602001622E-01 -6.496889315E-01 9.167738376E-01 -6.496889315E-01 9.167738376E-01 -6.496889315E-01 9.167738376E-01 -6.496889315E-01 9.167738376E-01 -6.496889315E-01 9.167738376E-01 -6.496889315E-01 9.167738376E-01 -6.496889315E-01 9.167738376E-01 -6.496889315E-01 
1.096197940E-01 -7.564067581E-01 3.868690347E-01 -7.564067581E-01 3.868690347E-01 -7.564067581E-01 3.868690347E-01 -7.564067581E-01 3.868690347E-01 -7.564067581E-01 3.868690347E-01 -7.564067581E-01 3.868690347E-01 -7.564067581E-01 3.868690347E-01 -7.564067581E-01 -6.541015294E-01 9.221346719E-01 -6.541015294E-01 9.221346719E-01 -6.541015294E-01 9.221346719E-01 -6.541015294E-01 9.221346719E-01 -6.541015294E-01 9.221346719E-01 -6.541015294E-01 9.221346719E-01 -6.541015294E-01 9.221346719E-01 -6.541015294E-01 
1.233222683E-01 -7.525546473E-01 3.742562739E-01 -7.525546473E-01 3.742562739E-01 -7.525546473E-01 3.742562739E-01 -7.525546473E-01 3.742562739E-01 -7.525546473E-01 3.742562739E-01 -7.525546473E-01 3.742562739E-01 -7.525546473E-01 3.742562739E-01 -7.525546473E-01 -6.585297998E-01 9.273253177E-01 -6.585297998E-01 9.273253177E-01 -6.585297998E-01 9.273253177E-01 -6.585297998E-01 9.273253177E-01 -6.585297998E-01 9.273253177E-01 -6.585297998E-01 9.273253177E-01 -6.585297998E-01 9.273253177E-01 -6.585297998E-01 
1.370247425E-01 -7.486428122E-01 3.615707589E-01 -7.486428122E-01 3.615707589E-01 -7.486428122E-01 3.615707589E-01 -7.486428122E-01 3.615707589E-01 -7.486428122E-01 3.615707589E-01 -7.486428122E-01 3.615707589E-01 -7.486428122E-01 3.615707589E-01 -7.486428122E-01 -6.629735548E-01 9.323446732E-01 -6.629735548E-01 9.323446732E-01 -6.629735548E-01 9.323446732E-01 -6.629735548E-01 9.323446732E-01 -6.629735548E-01 9.323446732E-01 -6.629735548E-01 9.323446732E-01 -6.629735548E-01 9.323446732E-01 -6.629735548E-01 
1.507272168E-01 -7.446702286E-01 3.488148253E-01 -7.446702286E-01 3.488148253E-01 -7.446702286E-01 3.488148253E-01 -7.446702286E-01 3.488148253E-01 -7.446702286E-01 3.488148253E-01 -7.446702286E-01 3.488148253E-01 -7.446702286E-01 3.488148253E-01 -7.446702286E-01 -6.674325774E-01 9.371916672E-01 -6.674325774E-01 9.371916672E-01 -6.674325774E-01 9.371916672E-01 -6.674325774E-01 9.371916672E-01 -6.674325774E-01 9.371916672E-01 -6.674325774E-01 9.371916672E-01 -6.674325774E-01 9.371916672E-01 -6.674325774E-01 
1.644296910E-01 -7.406358666E-01 3.359908298E-01 -7.406358666E-01 3.359908298E-01 -7.406358666E-01 3.359908298E-01 -7.406358666E-01 3.359908298E-01 -7.406358666E-01 3.359908298E-01 -7.406358666E-01 3.359908298E-01 -7.406358666E-01 3.359908298E-01 -7.406358666E-01 -6.719066214E-01 9.418652588E-01 -6.719066214E-01 9.418652588E-01 -6.719066214E-01 9.418652588E-01 -6.719066214E-01 9.418652588E-01 -6.719066214E-01 9.418652588E-01 -6.719066214E-01 9.418652588E-01 -6.719066214E-01 9.418652588E-01 -6.719066214E-01 
1.781321653E-01 -7.365386909E-01 3.231011503E-01 -7.365386909E-01 3.231011503E-01 -7.365386909E-01 3.231011503E-01 -7.365386909E-01 3.231011503E-01 -7.365386909E-01 3.231011503E-01 -7.365386909E-01 3.231011503E-01 -7.365386909E-01 3.231011503E-01 -7.365386909E-01 -6.763954109E-01 9.463644382E-01 -6.763954109E-01 9.463644382E-01 -6.763954109E-01 9.463644382E-01 -6.763954109E-01 9.463644382E-01 -6.763954109E-01 9.463644382E-01 -6.763954109E-01 9.463644382E-01 -6.763954109E-01 9.463644382E-01 -6.763954109E-01 
1.918346395E-01 -7.323776608E-01 3.101481855E-01 -7.323776608E-01 3.101481855E-01 -7.323776608E-01 3.101481855E-01 -7.323776608E-01 3.101481855E-01 -7.323776608E-01 3.101481855E-01 -7.323776608E-01 3.101481855E-01 -7.323776608E-01 3.101481855E-01 -7.323776608E-01 -6.808986395E-01 9.506882276E-01 -6.808986395E-01 9.506882276E-01 -6.808986395E-01 9.506882276E-01 -6.808986395E-01 9.506882276E-01 -6.808986395E-01 9.506882276E-01 -6.808986395E-01 9.506882276E-01 -6.808986395E-01 9.506882276E-01 -6.808986395E-01 
2.055371138E-01 -7.281517312E-01 2.971343550E-01 -7.281517312E-01 2.971343550E-01 -7.281517312E-01 2.971343550E-01 -7.281517312E-01 2.971343550E-01 -7.281517312E-01 2.971343550E-01 -7.281517312E-01 2.971343550E-01 -7.281517312E-01 2.971343550E-01 -7.281517312E-01 -6.854159700E-01 9.548356812E-01 -6.854159700E-01 9.548356812E-01 -6.854159700E-01 9.548356812E-01 -6.854159700E-01 9.548356812E-01 -6.854159700E-01 9.548356812E-01 -6.854159700E-01 9.548356812E-01 -6.854159700E-01 9.548356812E-01 -6.854159700E-01 
2.192395881E-01 -7.238598527E-01 2.840620988E-01 -7.238598527E-01 2.840620988E-01 -7.238598527E-01 2.840620988E-01 -7.238598527E-01 2.840620988E-01 -7.238598527E-01 2.840620988E-01 -7.238598527E-01 2.840620988E-01 -7.238598527E-01 2.840620988E-01 -7.238598527E-01 -6.899470338E-01 9.588058860E-01 -6.899470338E-01 9.588058860E-01 -6.899470338E-01 9.588058860E-01 -6.899470338E-01 9.588058860E-01 -6.899470338E-01 9.588058860E-01 -6.899470338E-01 9.588058860E-01 -6.899470338E-01 9.588058860E-01 -6.899470338E-01 
