0.000000000E+00 5.550329681E-01 -9.115015852E-01 -4.350321257E-01 -9.115015852E-01 5.550329681E-01 -9.115015852E-01 -4.350321257E-01 -9.115015852E-01 5.550329681E-01 -9.115015852E-01 -4.350321257E-01 -9.115015852E-01 5.550329681E-01 -9.115015852E-01 -4.350321257E-01 -9.115015852E-01 5.550329681E-01 -9.115015852E-01 -4.350321257E-01 -9.115015852E-01 5.550329681E-01 8.318283536E-01 4.112965595E-01 -9.004149344E-01 4.112965595E-01 8.318283536E-01 4.112965595E-01 -9.004149344E-01 4.112965595E-01 8.318283536E-01 4.112965595E-01 -9.004149344E-01 4.112965595E-01 8.318283536E-01 4.112965595E-01 -9.004149344E-01 4.112965595E-01 8.318283536E-01 4.112965595E-01 -9.004149344E-01 4.112965595E-01 8.318283536E-01 
1.208218826E-02 5.451827283E-01 -9.114347200E-01 -4.271138128E-01 -9.114347200E-01 5.451827283E-01 -9.114347200E-01 -4.271138128E-01 -9.114347200E-01 5.451827283E-01 -9.114347200E-01 -4.271138128E-01 -9.114347200E-01 5.451827283E-01 -9.114347200E-01 -4.271138128E-01 -9.114347200E-01 5.451827283E-01 -9.114347200E-01 -4.271138128E-01 -9.114347200E-01 5.451827283E-01 8.383172392E-01 4.114447117E-01 -9.041978726E-01 4.114447117E-01 8.383172392E-01 4.114447117E-01 -9.041978726E-01 4.114447117E-01 8.383172392E-01 4.114447117E-01 -9.041978726E-01 4.114447117E-01 8.383172392E-01 4.114447117E-01 -9.041978726E-01 4.114447117E-01 8.383172392E-01 4.114447117E-01 -9.041978726E-01 4.114447117E-01 8.383172392E-01 
2.416437652E-02 5.352473596E-01 -9.113737089E-01 -4.191706924E-01 -9.113737089E-01 5.352473596E-01 -9.113737089E-01 -4.191706924E-01 -9.113737089E-01 5.352473596E-01 -9.113737089E-01 -4.191706924E-01 -9.113737089E-01 5.352473596E-01 -9.113737089E-01 -4.191706924E-01 -9.113737089E-01 5.352473596E-01 -9.113737089E-01 -4.191706924E-01 -9.113737089E-01 5.352473596E-01 8.446953689E-01 4.115798371E-01 -9.079074469E-01 4.115798371E-01 8.446953689E-01 4.115798371E-01 -9.079074469E-01 4.115798371E-01 8.446953689E-01 4.115798371E-01 -9.079074469E-01 4.115798371E-01 8.446953689E-01 4.115798371E-01 -9.079074469E-01 4.115798371E-01 8.446953689E-01 4.115798371E-01 -9.079074469E-01 4.115798371E-01 8.446953689E-01 
3.624656479E-02 5.252281714E-01 -9.113185862E-01 -4.112031654E-01 -9.113185862E-01 5.252281714E-01 -9.113185862E-01 -4.112031654E-01 -9.113185862E-01 5.252281714E-01 -9.113185862E-01 -4.112031654E-01 -9.113185862E-01 5.252281714E-01 -9.113185862E-01 -4.112031654E-01 -9.113185862E-01 5.252281714E-01 -9.113185862E-01 -4.112031654E-01 -9.113185862E-01 5.252281714E-01 8.509614398E-01 4.117018751E-01 -9.115437224E-01 4.117018751E-01 8.509614398E-01 4.117018751E-01 -9.115437224E-01 4.117018751E-01 8.509614398E-01 4.117018751E-01 -9.115437224E-01 4.117018751E-01 8.509614398E-01 4.117018751E-01 -9.115437224E-01 4.117018751E-01 8.509614398E-01 4.117018751E-01 -9.115437224E-01 4.117018751E-01 8.509614398E-01 
4.832875305E-02 5.151265004E-01 -9.112693834E-01 -4.032116245E-01 -9.112693834E-01 5.151265004E-01 -9.112693834E-01 -4.032116245E-01 -9.112693834E-01 5.151265004E-01 -9.112693834E-01 -4.032116245E-01 -9.112693834E-01 5.151265004E-01 -9.112693834E-01 -4.032116245E-01 -9.112693834E-01 5.151265004E-01 -9.112693834E-01 -4.032116245E-01 -9.112693834E-01 5.151265004E-01 8.571141664E-01 4.118107703E-01 -9.151067624E-01 4.118107703E-01 8.571141664E-01 4.118107703E-01 -9.151067624E-01 4.118107703E-01 8.571141664E-01 4.118107703E-01 -9.151067624E-01 4.118107703E-01 8.571141664E-01 4.118107703E-01 -9.151067624E-01 4.118107703E-01 8.571141664E-01 4.118107703E-01 -9.151067624E-01 4.118107703E-01 8.571141664E-01 
6.041094131E-02 5.049437092E-01 -9.112261286E-01 -3.951964538E-01 -9.112261286E-01 5.049437092E-01 -9.112261286E-01 -3.951964538E-01 -9.112261286E-01 5.049437092E-01 -9.112261286E-01 -3.951964538E-01 -9.112261286E-01 5.049437092E-01 -9.112261286E-01 -3.951964538E-01 -9.112261286E-01 5.049437092E-01 -9.112261286E-01 -3.951964538E-01 -9.112261286E-01 5.049437092E-01 8.631522791E-01 4.119064726E-01 -9.185966271E-01 4.119064726E-01 8.631522791E-01 4.119064726E-01 -9.185966271E-01 4.119064726E-01 8.631522791E-01 4.119064726E-01 -9.185966271E-01 4.119064726E-01 8.631522791E-01 4.119064726E-01 -9.185966271E-01 4.119064726E-01 8.631522791E-01 4.119064726E-01 -9.185966271E-01 4.119064726E-01 8.631522791E-01 
7.249312957E-02 4.946811864E-01 -9.111888471E-01 -3.871580296E-01 -9.111888471E-01 4.946811864E-01 -9.111888471E-01 -3.871580296E-01 -9.111888471E-01 4.946811864E-01 -9.111888471E-01 -3.871580296E-01 -9.111888471E-01 4.946811864E-01 -9.111888471E-01 -3.871580296E-01 -9.111888471E-01 4.946811864E-01 -9.111888471E-01 -3.871580296E-01 -9.111888471E-01 4.946811864E-01 8.690745253E-01 4.119889374E-01 -9.220133732E-01 4.119889374E-01 8.690745253E-01 4.119889374E-01 -9.220133732E-01 4.119889374E-01 8.690745253E-01 4.119889374E-01 -9.220133732E-01 4.119889374E-01 8.690745253E-01 4.119889374E-01 -9.220133732E-01 4.119889374E-01 8.690745253E-01 4.119889374E-01 -9.220133732E-01 4.119889374E-01 8.690745253E-01 
8.457531784E-02 4.843403460E-01 -9.111575610E-01 -3.790967201E-01 -9.111575610E-01 4.843403460E-01 -9.111575610E-01 -3.790967201E-01 -9.111575610E-01 4.843403460E-01 -9.111575610E-01 -3.790967201E-01 -9.111575610E-01 4.843403460E-01 -9.111575610E-01 -3.790967201E-01 -9.111575610E-01 4.843403460E-01 -9.111575610E-01 -3.790967201E-01 -9.111575610E-01 4.843403460E-01 8.748796694E-01 4.120581254E-01 -9.253570538E-01 4.120581254E-01 8.748796694E-01 4.120581254E-01 -9.253570538E-01 4.120581254E-01 8.748796694E-01 4.120581254E-01 -9.253570538E-01 4.120581254E-01 8.748796694E-01 4.120581254E-01 -9.253570538E-01 4.120581254E-01 8.748796694E-01 4.120581254E-01 -9.253570538E-01 4.120581254E-01 8.748796694E-01 
9.665750610E-02 4.739226271E-01 -9.111322893E-01 -3.710128864E-01 -9.111322893E-01 4.739226271E-01 -9.111322893E-01 -3.710128864E-01 -9.111322893E-01 4.739226271E-01 -9.111322893E-01 -3.710128864E-01 -9.111322893E-01 4.739226271E-01 -9.111322893E-01 -3.710128864E-01 -9.111322893E-01 4.739226271E-01 -9.111322893E-01 -3.710128864E-01 -9.111322893E-01 4.739226271E-01 8.805664939E-01 4.121140025E-01 -9.286277178E-01 4.121140025E-01 8.805664939E-01 4.121140025E-01 -9.286277178E-01 4.121140025E-01 8.805664939E-01 4.121140025E-01 -9.286277178E-01 4.121140025E-01 8.805664939E-01 4.121140025E-01 -9.286277178E-01 4.121140025E-01 8.805664939E-01 4.121140025E-01 -9.286277178E-01 4.121140025E-01 8.805664939E-01 
1.087396944E-01 4.634294934E-01 -9.111130480E-01 -3.629068823E-01 -9.111130480E-01 4.634294934E-01 -9.111130480E-01 -3.629068823E-01 -9.111130480E-01 4.634294934E-01 -9.111130480E-01 -3.629068823E-01 -9.111130480E-01 4.634294934E-01 -9.111130480E-01 -3.629068823E-01 -9.111130480E-01 4.634294934E-01 -9.111130480E-01 -3.629068823E-01 -9.111130480E-01 4.634294934E-01 8.861337998E-01 4.121565400E-01 -9.318254101E-01 4.121565400E-01 8.861337998E-01 4.121565400E-01 -9.318254101E-01 4.121565400E-01 8.861337998E-01 4.121565400E-01 -9.318254101E-01 4.121565400E-01 8.861337998E-01 4.121565400E-01 -9.318254101E-01 4.121565400E-01 8.861337998E-01 4.121565400E-01 -9.318254101E-01 4.121565400E-01 8.861337998E-01 
