0.000000000E+00 -8.115808276E-01 -7.609602736E-01 9.873637986E-01 -7.609602736E-01 -8.115808276E-01 -5.842401570E-01 6.487984757E-01 -1.584699647E-01 6.487984757E-01 -5.842401570E-01 
1.665845192E-02 -8.131573301E-01 -7.609397984E-01 9.886923386E-01 -7.609397984E-01 -8.131573301E-01 -5.820439479E-01 6.488224898E-01 -1.499581892E-01 6.488224898E-01 -5.820439479E-01 
3.331690383E-02 -8.147195589E-01 -7.609207075E-01 9.899558316E-01 -7.609207075E-01 -8.147195589E-01 -5.798551898E-01 6.488448789E-01 -1.413769788E-01 6.488448789E-01 -5.798551898E-01 
4.997535575E-02 -8.162675872E-01 -7.609031372E-01 9.911527374E-01 -7.609031372E-01 -8.162675872E-01 -5.776739799E-01 6.488654835E-01 -1.327262177E-01 6.488654835E-01 -5.776739799E-01 
6.663380767E-02 -8.178014850E-01 -7.608872259E-01 9.922814903E-01 -7.608872259E-01 -8.178014850E-01 -5.755004188E-01 6.488841418E-01 -1.240058100E-01 6.488841418E-01 -5.755004188E-01 
8.329225959E-02 -8.193213195E-01 -7.608731139E-01 9.933404975E-01 -7.608731139E-01 -8.193213195E-01 -5.733346112E-01 6.489006893E-01 -1.152156798E-01 6.489006893E-01 -5.733346112E-01 
9.995071150E-02 -8.208271549E-01 -7.608609438E-01 9.943281384E-01 -7.608609438E-01 -8.208271549E-01 -5.711766651E-01 6.489149591E-01 -1.063557726E-01 6.489149591E-01 -5.711766651E-01 
1.166091634E-01 -8.223190524E-01 -7.608508604E-01 9.952427649E-01 -7.608508604E-01 -8.223190524E-01 -5.690266927E-01 6.489267818E-01 -9.742605594E-02 6.489267818E-01 -5.690266927E-01 
1.332676153E-01 -8.237970703E-01 -7.608430108E-01 9.960827013E-01 -7.608430108E-01 -8.237970703E-01 -5.668848100E-01 6.489359853E-01 -8.842652124E-02 6.489359853E-01 -5.668848100E-01 
1.499260673E-01 -8.252612642E-01 -7.608375440E-01 9.968462442E-01 -7.608375440E-01 -8.252612642E-01 -5.647511370E-01 6.489423947E-01 -7.935718437E-02 6.489423947E-01 -5.647511370E-01 
1.665845192E-01 -8.267116865E-01 -7.608346117E-01 9.975316624E-01 -7.608346117E-01 -8.267116865E-01 -5.626257978E-01 6.489458326E-01 -7.021808727E-02 6.489458326E-01 -5.626257978E-01 
